"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150010 Abaetetuba";3;4;7;15;28;16;31;76;91;54;61;51;437
"150013 Abel Figueiredo";4;-;-;-;-;1;2;3;2;4;16;6;38
"150020 Acará";-;1;-;2;7;2;2;-;-;8;12;5;39
"150030 Afuá";-;-;-;-;-;1;-;2;-;-;-;-;3
"150034 Água Azul do Norte";-;-;3;6;3;2;-;-;-;-;-;18;32
"150040 Alenquer";-;-;-;-;-;-;1;1;1;1;-;-;4
"150060 Altamira";209;188;339;147;87;95;47;70;42;41;41;40;1346
"150080 Ananindeua";24;41;79;72;84;59;63;62;65;61;102;72;784
"150085 Anapu";-;-;4;2;-;-;1;-;-;1;1;-;9
"150090 Augusto Corrêa";-;-;-;-;-;-;-;2;3;1;2;1;9
"150095 Aurora do Pará";-;-;-;-;-;-;-;-;1;-;-;-;1
"150100 Aveiro";1;1;-;-;1;3;1;-;-;-;-;-;7
"150125 Bannach";2;2;1;3;-;-;-;-;-;-;2;5;15
"150130 Barcarena";-;-;2;5;11;15;10;16;7;6;6;12;90
"150140 Belém";97;217;439;350;319;284;203;280;185;165;214;166;2919
"150145 Belterra";-;3;5;1;2;12;21;28;3;2;4;6;87
"150150 Benevides";12;5;8;10;19;9;17;30;44;23;39;7;223
"150157 Bom Jesus do Tocantins";1;2;5;10;2;4;7;11;4;6;12;11;75
"150160 Bonito";-;-;-;-;-;-;1;-;-;-;-;-;1
"150170 Bragança";-;3;-;3;4;6;24;37;22;18;14;11;142
"150172 Brasil Novo";1;2;2;3;2;3;-;-;1;3;7;1;25
"150175 Brejo Grande do Araguaia";-;-;2;1;-;-;-;-;-;-;-;-;3
"150178 Breu Branco";-;1;1;1;1;1;2;1;-;1;-;2;11
"150180 Breves";5;10;8;4;2;1;-;-;-;-;-;-;30
"150190 Bujaru";-;-;-;-;-;-;-;-;-;-;1;-;1
"150195 Cachoeira do Piriá";-;-;-;1;-;1;-;-;1;-;8;9;20
"150210 Cametá";-;4;7;28;18;6;16;5;21;21;15;23;164
"150215 Canaã dos Carajás";-;-;6;4;10;6;4;-;-;2;1;7;40
"150220 Capanema";1;4;2;6;7;4;5;7;11;4;5;3;59
"150230 Capitão Poço";-;-;-;-;1;1;-;-;-;-;1;-;3
"150240 Castanhal";1;3;15;15;6;4;4;12;25;27;50;66;228
"150270 Conceição do Araguaia";2;10;7;7;4;-;3;1;-;2;1;6;43
"150275 Concórdia do Pará";-;-;-;-;-;-;1;-;-;3;9;-;13
"150276 Cumaru do Norte";-;2;4;12;1;-;-;-;-;-;2;1;22
"150277 Curionópolis";1;5;8;6;-;9;7;1;-;-;-;1;38
"150290 Curuçá";-;-;3;3;14;1;5;42;6;-;2;2;78
"150293 Dom Eliseu";-;-;-;-;5;7;3;2;-;1;-;1;19
"150295 Eldorado do Carajás";-;-;1;1;-;-;1;3;-;7;26;-;39
"150304 Floresta do Araguaia";6;4;1;3;-;-;-;-;-;1;1;2;18
"150307 Garrafão do Norte";-;-;-;1;-;-;-;1;-;-;-;-;2
"150309 Goianésia do Pará";-;-;-;3;5;-;-;-;-;-;-;-;8
"150310 Gurupá";-;-;-;-;-;-;1;-;-;-;-;-;1
"150320 Igarapé-Açu";-;-;-;1;-;-;1;2;10;8;1;1;24
"150330 Igarapé-Miri";1;-;1;3;2;-;-;-;-;2;11;3;23
"150340 Inhangapi";-;-;-;1;3;-;-;-;-;-;1;1;6
"150345 Ipixuna do Pará";-;-;2;1;-;1;-;-;-;-;1;2;7
"150350 Irituia";-;1;1;-;-;-;-;-;-;-;-;-;2
"150360 Itaituba";32;74;114;30;37;35;17;23;17;48;45;48;520
"150370 Itupiranga";1;-;-;-;-;-;-;19;26;15;25;26;112
"150375 Jacareacanga";2;-;-;-;-;-;-;-;-;-;-;-;2
"150380 Jacundá";-;3;7;6;-;-;1;-;1;2;1;2;23
"150390 Juruti";-;6;48;59;22;10;-;-;-;-;-;-;145
"150400 Limoeiro do Ajuru";-;-;-;1;-;1;-;1;-;-;-;-;3
"150405 Mãe do Rio";-;-;-;-;-;-;-;-;1;-;-;-;1
"150410 Magalhães Barata";-;-;-;-;1;-;-;-;-;-;-;-;1
"150420 Marabá";29;15;17;7;2;8;10;8;7;27;134;70;334
"150430 Maracanã";-;-;1;-;-;-;-;-;-;-;-;-;1
"150440 Marapanim";2;4;5;1;-;3;2;6;5;4;7;-;39
"150442 Marituba";17;33;34;30;31;17;22;55;57;49;94;35;474
