"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"170025 Abreulândia";-;-;1;-;1;1;1;-;-;-;-;-;4
"170030 Aguiarnópolis";1;2;5;9;21;16;3;1;2;-;-;1;61
"170035 Aliança do Tocantins";-;2;3;6;1;-;-;-;-;-;-;-;12
"170040 Almas";-;1;3;2;1;3;-;1;1;-;-;-;12
"170070 Alvorada";-;-;-;-;-;-;-;-;-;1;-;-;1
"170100 Ananás";3;1;3;2;3;1;2;1;-;-;-;1;17
"170105 Angico";-;-;1;-;1;-;1;-;-;-;-;-;3
"170110 Aparecida do Rio Negro";3;3;2;-;1;3;5;13;1;2;-;1;34
"170130 Aragominas";-;-;-;1;-;-;1;-;-;1;-;-;3
"170190 Araguacema";-;1;-;-;1;-;-;-;-;1;-;1;4
"170200 Araguaçu";-;1;-;-;-;-;-;-;-;1;-;1;3
"170210 Araguaína";145;181;281;309;251;53;38;21;13;22;22;24;1360
"170215 Araguanã";10;3;2;1;4;-;3;6;-;-;1;-;30
"170220 Araguatins";14;39;29;5;-;-;-;-;-;-;-;2;89
"170230 Arapoema";-;-;-;4;5;-;-;-;-;-;-;-;9
"170240 Arraias";3;1;17;20;9;11;2;3;2;-;-;4;72
"170255 Augustinópolis";11;8;16;-;1;-;-;-;-;-;-;1;37
"170270 Aurora do Tocantins";2;14;28;26;3;-;-;-;1;-;-;-;74
"170290 Axixá do Tocantins";8;2;6;1;-;-;-;-;-;-;-;-;17
"170300 Babaçulândia";1;2;4;3;-;-;1;-;-;-;2;1;14
"170305 Bandeirantes do Tocantins";-;-;-;-;2;-;-;-;-;-;1;-;3
"170307 Barra do Ouro";1;-;-;-;-;-;-;-;1;-;-;2;4
"170310 Barrolândia";3;-;-;-;-;-;1;-;-;1;-;-;5
"170320 Bernardo Sayão";-;-;-;2;-;-;-;-;1;-;1;-;4
"170330 Bom Jesus do Tocantins";3;-;1;-;-;2;1;-;-;-;1;-;8
"170360 Brasilândia do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170370 Brejinho de Nazaré";1;-;1;-;1;-;1;-;-;-;-;-;4
"170380 Buriti do Tocantins";2;6;4;3;-;-;-;-;-;-;-;-;15
"170382 Cachoeirinha";2;-;-;-;-;-;-;-;-;-;-;-;2
"170384 Campos Lindos";-;-;-;-;-;-;-;-;-;1;-;-;1
"170386 Cariri do Tocantins";-;-;3;1;-;-;-;1;-;-;1;-;6
"170388 Carmolândia";2;-;2;-;-;-;-;-;1;-;-;-;5
"170389 Carrasco Bonito";-;1;1;-;-;-;-;-;-;-;-;-;2
"170410 Centenário";1;1;-;-;-;-;-;-;-;-;-;-;2
"170510 Chapada da Natividade";-;2;2;-;-;-;-;-;-;-;-;-;4
"170460 Chapada de Areia";-;1;-;-;-;-;-;-;-;-;-;-;1
"170550 Colinas do Tocantins";3;10;6;4;2;-;1;-;-;-;-;-;26
"171670 Colméia";-;1;5;2;1;-;-;-;-;-;-;-;9
"170555 Combinado";23;19;13;12;21;6;-;-;-;-;-;4;98
"170560 Conceição do Tocantins";-;-;2;5;13;6;1;-;-;-;-;-;27
"170600 Couto Magalhães";7;2;5;2;1;1;-;-;-;-;-;-;18
"170610 Cristalândia";2;-;3;1;-;-;-;-;-;-;-;-;6
"170625 Crixás do Tocantins";-;3;1;-;-;-;-;-;-;-;-;-;4
"170650 Darcinópolis";3;-;-;1;-;-;-;-;-;-;1;-;5
"170700 Dianópolis";13;22;9;11;44;27;2;4;1;-;-;-;133
"170710 Divinópolis do Tocantins";6;1;1;1;1;-;2;-;1;1;1;2;17
"170720 Dois Irmãos do Tocantins";2;-;-;-;2;4;-;-;1;2;-;-;11
"170730 Dueré";4;2;2;1;-;-;-;-;-;1;-;-;10
"170740 Esperantina";11;5;-;-;1;-;-;-;-;-;-;-;17
"170755 Fátima";1;-;-;-;-;-;-;-;-;-;-;-;1
"170765 Figueirópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"170770 Filadélfia";1;1;2;1;-;-;-;-;-;1;-;-;6
"170820 Formoso do Araguaia";-;1;-;4;-;-;-;-;-;-;-;1;6
"170825 Fortaleza do Tabocão";1;5;1;-;-;-;1;-;-;1;1;-;10
"170830 Goianorte";2;-;1;-;-;-;-;-;-;-;-;-;3
"170900 Goiatins";-;-;-;-;-;-;1;-;-;-;-;-;1
"170930 Guaraí";10;12;22;17;15;3;-;-;-;-;1;3;83
"170950 Gurupi";18;16;25;31;9;4;1;3;2;1;4;2;116
"171050 Itacajá";-;-;-;-;-;-;-;-;-;-;1;1;2
"171070 Itaguatins";1;1;3;-;2;-;-;-;-;-;-;-;7
"171090 Itapiratins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171110 Itaporã do Tocantins";1;1;-;-;-;-;-;-;-;-;-;-;2
"171150 Jaú do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"171180 Juarina";1;1;-;1;-;-;-;-;-;-;-;-;3
"171190 Lagoa da Confusão";11;28;11;4;2;-;-;1;-;-;1;-;58
"171195 Lagoa do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"171200 Lajeado";3;4;6;1;1;2;1;1;-;-;1;-;20
"171215 Lavandeira";2;2;7;1;1;-;-;-;-;-;-;-;13
"171240 Lizarda";-;-;-;-;-;-;-;-;-;1;-;-;1
"171250 Marianópolis do Tocantins";-;3;7;-;-;2;2;-;1;-;-;1;16
"171270 Mateiros";-;-;-;1;1;-;-;-;-;-;-;-;2
"171280 Maurilândia do Tocantins";-;-;3;2;-;-;-;-;-;-;-;2;7
"171320 Miracema do Tocantins";2;3;1;2;5;-;-;3;-;1;-;3;20
"171330 Miranorte";1;3;4;20;17;6;1;1;-;-;-;-;53
"171360 Monte do Carmo";-;-;-;-;1;-;-;-;-;-;-;1;2
"171370 Monte Santo do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"171395 Muricilândia";-;-;-;-;2;-;-;-;-;-;-;-;2
"171420 Natividade";1;1;-;1;1;1;1;-;-;-;-;1;7
"171430 Nazaré";7;29;13;2;-;-;1;-;-;-;-;-;52
"171488 Nova Olinda";-;5;31;12;10;-;-;1;1;3;-;2;65
"171500 Nova Rosalândia";-;3;-;-;-;-;-;-;-;-;-;-;3
"171510 Novo Acordo";2;3;2;1;-;-;-;-;3;-;-;1;12
"171515 Novo Alegre";1;1;2;5;5;9;1;1;-;-;2;-;27
"171525 Novo Jardim";-;1;5;2;1;-;-;-;-;-;2;2;13
"172100 Palmas";106;190;161;202;242;94;39;30;13;43;23;45;1188
"171570 Palmeirante";-;4;3;1;1;-;-;-;-;-;-;-;9
"171380 Palmeiras do Tocantins";1;-;2;-;-;-;-;-;-;-;1;-;4
"171575 Palmeirópolis";-;2;-;-;-;-;-;-;-;-;-;-;2
"171610 Paraíso do Tocantins";5;8;9;5;24;19;3;-;2;-;-;1;76
"171620 Paranã";1;7;11;21;19;20;6;-;-;-;2;1;88
"171630 Pau D'Arco";2;-;-;-;-;-;-;-;-;-;-;1;3
"171650 Pedro Afonso";-;2;14;9;6;-;1;1;-;1;-;-;34
"171660 Peixe";-;-;-;2;-;1;-;-;-;-;-;-;3
"171665 Pequizeiro";1;1;1;2;4;2;1;-;-;1;1;-;14
"171700 Pindorama do Tocantins";-;3;1;-;-;-;-;-;-;-;1;-;5
"171720 Piraquê";-;-;-;1;-;1;-;-;-;2;-;-;4
"171750 Pium";8;11;8;3;-;-;1;1;1;1;5;4;43
"171780 Ponte Alta do Bom Jesus";-;-;1;-;-;-;1;2;2;-;-;-;6
"171790 Ponte Alta do Tocantins";-;-;-;-;-;-;-;2;1;-;-;-;3
"171800 Porto Alegre do Tocantins";-;1;-;-;1;-;-;-;-;-;-;-;2
"171820 Porto Nacional";7;19;9;6;7;1;2;-;2;-;-;1;54
"171830 Praia Norte";37;5;5;1;2;-;1;-;1;-;4;-;56
"171840 Presidente Kennedy";-;15;5;4;3;-;-;-;-;-;-;-;27
"171845 Pugmil";-;-;-;-;1;-;-;1;-;-;3;-;5
"171855 Riachinho";-;1;1;-;-;-;-;-;-;1;-;-;3
"171865 Rio da Conceição";30;10;8;3;-;1;-;1;-;-;-;1;54
"171870 Rio dos Bois";3;3;1;1;2;1;-;-;-;-;1;2;14
"171875 Rio Sono";1;2;3;1;-;-;1;-;-;-;-;-;8
"171880 Sampaio";4;8;-;-;-;-;-;-;-;-;-;-;12
"171884 Sandolândia";-;-;-;-;-;-;-;-;-;1;1;1;3
"171886 Santa Fé do Araguaia";-;1;2;-;-;-;-;1;2;-;-;-;6
"171888 Santa Maria do Tocantins";-;1;5;-;-;-;-;-;-;-;-;-;6
"171890 Santa Rosa do Tocantins";-;1;1;-;-;-;-;-;-;-;-;-;2
"171900 Santa Tereza do Tocantins";-;1;-;1;-;-;-;-;-;-;-;-;2
"172000 Santa Terezinha do Tocantins";1;-;6;2;-;1;-;-;-;-;-;-;10
"172010 São Bento do Tocantins";-;-;-;-;-;-;-;1;-;-;-;2;3
"172015 São Félix do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"172020 São Miguel do Tocantins";-;1;8;3;-;-;-;-;-;-;-;-;12
"172025 São Salvador do Tocantins";-;-;-;8;-;-;-;-;-;-;-;-;8
"172030 São Sebastião do Tocantins";-;1;-;1;1;-;-;-;-;-;-;-;3
"172049 São Valério";-;-;2;4;8;3;-;-;-;-;-;-;17
"172065 Silvanópolis";-;2;-;3;-;1;-;-;-;-;-;-;6
"172080 Sítio Novo do Tocantins";1;3;4;1;-;-;-;-;-;-;1;-;10
"172085 Sucupira";1;-;-;-;-;-;-;-;-;-;-;-;1
"172090 Taguatinga";-;-;1;-;2;2;2;-;-;-;-;-;7
"172097 Talismã";-;-;2;1;-;-;-;-;1;-;-;-;4
"172110 Tocantínia";1;6;2;5;3;2;2;1;1;-;1;-;24
"172120 Tocantinópolis";9;5;52;31;16;7;2;3;1;3;8;3;140
"172130 Tupiratins";-;1;-;-;-;-;-;-;-;-;-;-;1
"172208 Wanderlândia";3;-;1;-;1;-;1;-;-;-;-;2;8
"172210 Xambioá";-;1;-;-;-;-;-;-;-;-;-;-;1
"Total";579;778;939;866;808;318;139;106;60;95;96;130;4914
