"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"130014 Apuí";-;2;-;-;1;-;-;1;-;-;-;-;4
"130030 Autazes";1;-;-;-;-;-;-;-;-;-;-;-;1
"130040 Barcelos";36;10;12;4;-;3;5;2;2;3;1;-;78
"130070 Boca do Acre";6;7;9;7;9;3;4;-;-;-;-;5;50
"130080 Borba";-;-;-;-;-;-;-;-;1;-;-;-;1
"130110 Careiro";1;-;2;1;-;-;-;-;-;-;-;-;4
"130115 Careiro da Várzea";-;1;-;-;-;2;-;-;-;-;1;-;4
"130120 Coari";109;46;35;10;13;2;7;1;-;-;-;18;241
"130130 Codajás";14;8;4;1;1;1;-;-;-;-;-;-;29
"130170 Humaitá";-;2;1;-;3;6;18;39;40;57;136;89;391
"130185 Iranduba";-;-;1;-;-;-;-;-;-;-;-;-;1
"130210 Japurá";-;-;-;-;-;-;-;-;1;1;-;-;2
"130240 Lábrea";-;-;1;-;-;-;-;-;-;-;-;41;42
"130250 Manacapuru";-;-;-;-;1;-;-;-;-;-;-;-;1
"130260 Manaus";106;123;114;46;64;39;44;31;9;16;10;26;628
"130270 Manicoré";-;-;-;-;1;-;-;-;-;1;36;31;69
"130340 Parintins";111;14;5;-;-;-;-;-;-;-;-;26;156
"130350 Pauini";1;-;-;-;-;-;-;-;-;-;-;-;1
"130353 Presidente Figueiredo";-;-;1;-;-;-;-;-;-;-;-;-;1
"130356 Rio Preto da Eva";2;-;-;-;-;-;-;-;-;-;-;-;2
"Total";387;213;185;69;93;56;78;74;53;78;184;236;1706
