"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"170025 Abreulândia";91;25;16;9;1;1;-;-;-;-;-;19;162
"170030 Aguiarnópolis";5;15;18;4;2;-;1;-;-;-;3;2;50
"170035 Aliança do Tocantins";1;1;2;1;-;-;1;-;-;-;-;-;6
"170040 Almas";-;6;12;6;-;1;-;-;1;-;-;2;28
"170070 Alvorada";-;-;1;-;-;-;-;-;-;-;1;-;2
"170100 Ananás";171;30;11;-;6;2;-;-;-;-;6;50;276
"170105 Angico";1;1;11;5;-;1;1;-;-;-;-;-;20
"170110 Aparecida do Rio Negro";-;3;1;7;3;2;2;7;13;2;6;-;46
"170130 Aragominas";3;10;10;4;-;-;-;-;-;-;-;-;27
"170190 Araguacema";-;7;9;3;-;-;-;-;-;-;-;1;20
"170200 Araguaçu";-;3;9;11;12;4;-;2;-;1;-;1;43
"170210 Araguaína";128;359;498;473;139;50;16;4;5;19;25;47;1763
"170215 Araguanã";33;20;11;2;1;-;-;-;-;-;1;-;68
"170220 Araguatins";22;17;14;5;1;-;-;-;-;-;-;1;60
"170230 Arapoema";1;1;3;5;1;-;-;-;-;-;1;-;12
"170240 Arraias";1;2;1;2;2;-;-;-;-;-;-;-;8
"170255 Augustinópolis";61;25;35;16;15;5;4;2;-;-;-;5;168
"170270 Aurora do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"170290 Axixá do Tocantins";14;6;9;7;6;-;-;-;-;-;1;1;44
"170300 Babaçulândia";1;1;4;9;2;1;-;-;-;-;-;4;22
"170305 Bandeirantes do Tocantins";3;-;1;1;-;-;-;-;-;-;-;-;5
"170307 Barra do Ouro";1;1;8;37;16;6;2;4;-;-;-;-;75
"170310 Barrolândia";2;9;2;4;-;-;-;1;-;1;1;8;28
"170320 Bernardo Sayão";5;1;-;-;-;-;-;-;-;-;1;-;7
"170330 Bom Jesus do Tocantins";3;2;-;2;-;-;-;-;-;-;-;-;7
"170360 Brasilândia do Tocantins";-;-;-;-;1;1;-;-;-;-;1;-;3
"170370 Brejinho de Nazaré";1;1;-;1;-;1;-;-;-;-;-;-;4
"170380 Buriti do Tocantins";1;3;1;4;2;-;-;1;-;1;-;1;14
"170382 Cachoeirinha";-;7;24;18;9;1;-;-;-;-;-;1;60
"170384 Campos Lindos";34;13;7;7;1;-;-;-;-;-;-;-;62
"170386 Cariri do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170388 Carmolândia";1;1;-;1;-;1;1;-;-;-;-;-;5
"170389 Carrasco Bonito";21;5;1;5;3;-;1;-;1;-;-;1;38
"170390 Caseara";3;3;1;1;1;-;-;-;-;-;-;-;9
"170410 Centenário";-;2;8;4;-;-;-;-;-;7;1;1;23
"170510 Chapada da Natividade";-;-;6;2;1;1;-;-;-;-;-;-;10
"170460 Chapada de Areia";-;-;-;-;-;-;-;-;-;1;-;-;1
"170550 Colinas do Tocantins";14;28;15;16;11;2;-;-;-;-;5;1;92
"171670 Colméia";32;10;1;3;1;-;-;-;-;-;1;6;54
"170555 Combinado";-;-;1;11;3;-;1;-;-;-;-;-;16
"170560 Conceição do Tocantins";-;1;-;1;-;-;-;-;-;-;1;-;3
"170600 Couto Magalhães";1;3;9;4;12;9;-;-;-;-;5;4;47
"170610 Cristalândia";5;6;4;3;1;-;-;-;-;-;-;-;19
"170625 Crixás do Tocantins";-;4;3;9;-;-;-;-;-;-;-;2;18
"170650 Darcinópolis";2;2;2;2;1;-;-;-;-;-;-;-;9
"170700 Dianópolis";2;-;11;3;3;-;-;-;-;-;-;-;19
"170710 Divinópolis do Tocantins";13;7;1;-;-;-;-;-;-;-;1;6;28
"170720 Dois Irmãos do Tocantins";13;14;3;-;-;-;-;-;-;-;-;-;30
"170730 Dueré";34;9;3;1;1;-;-;-;-;-;1;1;50
"170740 Esperantina";2;3;12;9;-;-;-;-;-;1;1;1;29
"170755 Fátima";20;7;2;-;-;-;-;-;-;-;3;7;39
"170765 Figueirópolis";8;15;14;2;6;-;-;-;-;-;-;-;45
"170770 Filadélfia";1;2;3;6;1;-;-;-;-;-;-;-;13
"170820 Formoso do Araguaia";8;5;5;4;1;2;-;-;-;-;-;1;26
"170825 Fortaleza do Tabocão";1;-;-;3;1;-;-;-;-;1;-;-;6
"170830 Goianorte";-;5;1;3;-;-;-;-;-;-;-;2;11
"170900 Goiatins";92;22;4;-;-;-;-;-;-;-;-;4;122
"170930 Guaraí";12;22;10;11;3;-;1;-;-;1;18;14;92
"170950 Gurupi";41;49;53;37;8;-;-;-;-;-;2;3;193
"170980 Ipueiras";-;1;-;1;-;-;-;-;-;-;-;-;2
"171050 Itacajá";-;1;-;2;1;-;-;-;-;-;-;-;4
"171070 Itaguatins";8;8;3;-;1;2;-;-;-;-;-;-;22
"171090 Itapiratins";4;24;10;-;-;-;-;-;-;-;-;-;38
"171110 Itaporã do Tocantins";2;3;1;2;-;-;-;-;-;-;-;-;8
"171180 Juarina";-;-;-;-;-;-;-;-;-;2;-;-;2
"171190 Lagoa da Confusão";2;1;1;1;-;-;-;-;-;-;-;1;6
"171200 Lajeado";25;4;7;5;2;1;-;1;-;-;-;6;51
"171240 Lizarda";-;1;2;-;1;-;-;-;-;-;-;-;4
"171245 Luzinópolis";7;1;7;4;-;-;4;1;-;1;-;-;25
"171250 Marianópolis do Tocantins";49;17;6;5;-;-;-;-;-;-;-;2;79
"171270 Mateiros";-;2;-;-;-;-;-;-;-;-;3;-;5
"171280 Maurilândia do Tocantins";-;6;6;7;-;-;-;-;-;-;-;-;19
"171320 Miracema do Tocantins";11;30;77;54;19;2;-;1;-;1;-;3;198
"171330 Miranorte";16;10;8;3;7;-;1;-;-;-;9;8;62
"171360 Monte do Carmo";1;4;16;16;3;-;-;-;-;-;-;-;40
"171370 Monte Santo do Tocantins";6;4;2;1;1;-;-;-;-;-;-;2;16
"171395 Muricilândia";-;1;2;-;-;2;-;-;-;-;-;-;5
"171420 Natividade";13;8;45;27;2;-;-;-;-;1;3;1;100
"171430 Nazaré";7;4;1;-;-;-;-;-;-;-;-;-;12
"171488 Nova Olinda";16;20;12;16;5;2;-;-;-;-;-;2;73
"171500 Nova Rosalândia";9;7;5;2;-;-;1;-;-;-;-;3;27
"171510 Novo Acordo";2;-;2;1;-;-;-;-;-;-;-;-;5
"171525 Novo Jardim";-;-;-;-;-;-;-;-;-;-;1;2;3
"171550 Oliveira de Fátima";-;3;-;-;-;-;-;-;-;-;-;-;3
"172100 Palmas";555;597;453;397;282;130;25;20;23;38;40;39;2599
"171570 Palmeirante";-;1;-;1;-;-;-;-;-;-;-;-;2
"171575 Palmeirópolis";69;35;32;73;19;1;-;-;-;-;-;5;234
"171610 Paraíso do Tocantins";142;177;117;117;53;5;1;-;2;-;1;15;630
"171620 Paranã";3;1;3;-;1;1;-;-;-;-;-;-;9
"171630 Pau D'Arco";-;-;1;-;-;-;-;-;-;-;-;-;1
"171650 Pedro Afonso";8;3;11;7;2;4;-;-;-;-;-;-;35
"171660 Peixe";3;5;3;-;-;-;-;-;-;-;-;-;11
"171665 Pequizeiro";10;14;8;1;2;-;1;-;-;-;-;1;37
"171700 Pindorama do Tocantins";29;35;4;-;-;-;-;-;-;-;-;1;69
"171720 Piraquê";2;2;-;1;-;-;-;-;-;-;-;-;5
"171750 Pium";1;15;44;20;3;-;-;-;-;1;4;1;89
"171780 Ponte Alta do Bom Jesus";1;-;5;2;-;-;-;1;-;-;-;-;9
"171790 Ponte Alta do Tocantins";1;1;-;-;-;5;-;-;4;-;-;-;11
"171800 Porto Alegre do Tocantins";-;-;2;-;-;-;-;-;-;-;1;1;4
"171820 Porto Nacional";30;33;37;25;27;9;2;2;1;2;1;8;177
"171830 Praia Norte";2;2;8;13;6;-;-;-;-;-;-;-;31
"171840 Presidente Kennedy";1;5;5;7;1;-;-;-;-;-;-;-;19
"171845 Pugmil";1;5;2;3;1;-;2;1;2;3;2;-;22
"171850 Recursolândia";2;-;-;-;-;-;-;-;-;-;-;-;2
"171855 Riachinho";51;15;2;-;1;-;-;-;-;1;-;10;80
"171865 Rio da Conceição";-;-;1;-;-;-;-;-;-;-;-;1;2
"171870 Rio dos Bois";2;2;7;1;-;-;1;-;-;2;-;-;15
"171875 Rio Sono";4;1;1;2;-;-;-;-;-;-;-;-;8
"171880 Sampaio";15;3;16;3;3;2;1;-;-;-;-;2;45
"171884 Sandolândia";2;10;-;-;-;-;-;-;-;-;-;2;14
"171886 Santa Fé do Araguaia";-;4;4;-;-;-;-;-;-;-;-;-;8
"171888 Santa Maria do Tocantins";2;-;-;-;2;3;-;-;-;-;-;-;7
"171889 Santa Rita do Tocantins";5;5;2;5;2;-;-;-;-;-;-;-;19
"171890 Santa Rosa do Tocantins";14;25;43;88;44;18;-;-;1;-;-;-;233
"171900 Santa Tereza do Tocantins";-;1;1;1;-;-;-;-;-;1;-;-;4
"172000 Santa Terezinha do Tocantins";13;6;3;1;1;-;-;-;-;-;-;-;24
"172010 São Bento do Tocantins";23;18;-;-;-;-;-;-;-;-;-;1;42
"172015 São Félix do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172020 São Miguel do Tocantins";18;19;12;8;4;1;1;-;1;1;-;1;66
"172025 São Salvador do Tocantins";65;14;5;5;1;-;-;-;-;1;2;37;130
"172030 São Sebastião do Tocantins";-;4;6;6;2;-;-;-;-;-;-;-;18
"172065 Silvanópolis";6;1;-;-;-;-;-;-;-;-;-;-;7
"172080 Sítio Novo do Tocantins";23;9;14;5;1;1;1;-;-;-;-;-;54
"172085 Sucupira";6;4;-;1;-;-;-;-;-;-;-;9;20
"172093 Taipas do Tocantins";-;1;1;-;1;-;-;-;-;-;1;-;4
"172097 Talismã";-;-;-;-;1;-;-;-;-;-;-;-;1
"172110 Tocantínia";32;44;27;8;1;-;2;-;-;-;1;5;120
"172120 Tocantinópolis";22;25;70;47;19;6;3;4;1;-;7;4;208
"172125 Tupirama";-;-;1;-;-;-;-;-;-;-;-;-;1
"172130 Tupiratins";-;-;1;1;-;-;-;-;-;-;-;1;3
"172208 Wanderlândia";9;33;14;14;13;1;-;1;-;-;2;3;90
"172210 Xambioá";54;18;12;4;3;-;-;-;-;-;-;3;94
"Total";2313;2147;2084;1799;816;287;77;53;55;90;164;377;10262
