DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Tocantins
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2019
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150563 Piçarra";-;-;-;1;-;-;-;-;-;-;-;-;1
"150613 Redenção";-;-;-;-;1;-;-;-;-;-;-;-;1
"170025 Abreulândia";-;-;2;-;-;-;1;-;-;-;1;-;4
"170030 Aguiarnópolis";-;-;-;2;3;5;3;-;2;-;-;-;15
"170035 Aliança do Tocantins";-;2;-;3;-;-;-;1;-;-;-;-;6
"170040 Almas";-;-;-;-;1;-;-;-;-;-;-;-;1
"170070 Alvorada";-;-;17;4;-;-;-;-;-;-;-;-;21
"170100 Ananás";-;-;-;-;1;-;3;1;-;-;1;-;6
"170110 Aparecida do Rio Negro";-;-;1;2;-;-;-;-;-;-;1;-;4
"170130 Aragominas";-;-;-;1;6;3;-;1;-;1;8;3;23
"170190 Araguacema";-;1;1;1;-;-;-;-;-;-;-;-;3
"170200 Araguaçu";2;3;9;4;6;-;-;-;-;-;1;-;25
"170210 Araguaína";73;216;457;435;330;73;15;15;6;13;41;40;1714
"170215 Araguanã";3;-;-;-;-;-;-;-;-;-;-;-;3
"170220 Araguatins";3;3;2;-;1;-;-;-;-;-;-;-;9
"170230 Arapoema";-;-;-;-;2;-;-;-;-;-;-;-;2
"170240 Arraias";3;6;69;94;164;40;10;3;2;-;-;-;391
"170255 Augustinópolis";-;-;-;-;1;-;2;-;1;-;-;-;4
"170300 Babaçulândia";-;4;17;15;20;1;1;-;-;1;-;-;59
"170305 Bandeirantes do Tocantins";-;1;-;-;4;1;-;-;-;-;-;-;6
"170307 Barra do Ouro";-;-;-;-;-;-;1;-;-;-;-;-;1
"170310 Barrolândia";1;-;-;-;-;-;-;1;-;-;-;-;2
"170320 Bernardo Sayão";-;-;-;2;1;-;1;-;-;-;-;1;5
"170330 Bom Jesus do Tocantins";1;5;8;-;2;-;-;-;-;-;-;-;16
"170360 Brasilândia do Tocantins";-;-;1;-;2;-;-;-;-;-;-;-;3
"170370 Brejinho de Nazaré";5;4;3;2;1;-;-;-;-;-;-;-;15
"170384 Campos Lindos";6;2;1;1;-;-;-;-;-;-;-;-;10
"170386 Cariri do Tocantins";-;-;-;-;1;-;1;-;-;-;2;-;4
"170388 Carmolândia";-;1;-;-;-;-;-;-;1;-;-;-;2
"170389 Carrasco Bonito";-;-;-;-;-;-;-;1;-;-;-;-;1
"170390 Caseara";-;1;-;-;-;-;-;-;-;-;-;-;1
"170410 Centenário";-;1;2;-;-;-;-;-;-;-;1;-;4
"170510 Chapada da Natividade";3;1;-;-;-;-;-;-;-;-;-;-;4
"170460 Chapada de Areia";-;-;1;-;-;-;-;-;-;-;-;-;1
"170550 Colinas do Tocantins";-;-;-;-;2;-;-;-;-;-;-;1;3
"171670 Colméia";-;1;2;-;-;-;-;1;-;-;-;-;4
"170555 Combinado";5;7;3;3;3;3;-;-;-;-;-;-;24
"170560 Conceição do Tocantins";-;1;1;3;7;8;1;1;-;-;-;1;23
"170600 Couto Magalhães";1;2;1;-;2;-;-;-;-;-;-;-;6
"170610 Cristalândia";-;1;2;1;-;-;-;-;-;-;-;-;4
"170650 Darcinópolis";-;-;-;1;-;1;-;-;-;-;-;-;2
"170700 Dianópolis";87;27;8;2;2;2;2;-;-;3;2;3;138
"170710 Divinópolis do Tocantins";3;8;14;12;2;-;-;-;-;-;-;4;43
"170720 Dois Irmãos do Tocantins";1;5;6;2;1;-;-;-;-;-;1;3;19
"170730 Dueré";-;-;4;3;-;-;-;-;-;-;-;-;7
"170740 Esperantina";1;-;1;1;-;-;-;-;-;-;-;-;3
"170755 Fátima";-;4;-;-;-;-;-;-;-;-;-;-;4
