DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2017
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210330 Codó";-;-;-;-;-;-;3;3;-;-;-;-;-;6
"210350 Colinas";-;1;-;1;-;-;-;-;1;1;-;-;-;4
"210360 Coroatá";-;-;1;4;2;1;-;-;-;3;2;-;-;13
"210370 Cururupu";-;-;-;-;1;3;2;7;-;-;-;-;-;13
"210380 Dom Pedro";-;-;-;-;1;3;2;-;-;-;-;-;-;6
"210405 Estreito";-;1;6;31;27;3;-;-;-;-;-;-;-;68
"210407 Feira Nova do Maranhão";-;-;-;8;3;4;4;2;1;-;-;-;-;22
"210409 Formosa da Serra Negra";-;-;3;2;1;1;-;-;-;-;-;1;-;8
"210410 Fortaleza dos Nogueiras";-;-;-;-;17;4;9;-;-;-;1;-;2;33
"210420 Fortuna";-;2;4;2;1;-;-;-;-;-;1;-;-;10
"210430 Godofredo Viana";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210455 Governador Edison Lobão";-;3;4;2;2;1;-;-;-;-;-;-;-;12
"210462 Governador Luiz Rocha";-;-;13;1;-;-;-;-;-;-;-;-;-;14
"210470 Graça Aranha";-;1;-;2;-;-;-;-;-;-;-;-;-;3
"210480 Grajaú";-;1;1;2;1;-;-;-;-;-;-;-;-;5
"210515 Igarapé do Meio";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";-;9;48;52;50;7;2;5;-;1;-;-;1;175
"210535 Itaipava do Grajaú";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210540 Itapecuru Mirim";-;-;-;1;2;3;1;-;-;-;-;-;-;7
"210542 Itinga do Maranhão";-;-;4;9;6;11;3;-;1;-;-;-;-;34
"210547 Jenipapo dos Vieiras";-;2;14;18;4;1;-;-;-;-;-;1;-;40
"210570 Lago da Pedra";-;-;1;1;-;1;1;1;-;-;-;-;-;5
"210590 Lago Verde";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"210592 Lagoa do Mato";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210596 Lagoa Grande do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210610 Loreto";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"210660 Matões";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"210700 Montes Altos";-;3;-;-;-;-;-;-;-;-;-;-;-;3
"210725 Nova Colinas";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"210730 Nova Iorque";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210750 Paço do Lumiar";-;-;1;-;1;2;2;8;8;3;3;-;-;28
"210770 Paraibano";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210790 Passagem Franca";-;-;-;-;-;-;4;5;3;-;-;1;-;13
"210800 Pastos Bons";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210810 Paulo Ramos";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210820 Pedreiras";-;-;-;-;-;-;-;2;-;1;-;-;-;3
"210845 Peritoró";-;-;-;1;1;2;-;1;-;-;-;-;-;5
"210850 Pindaré-Mirim";-;2;-;1;-;-;-;-;-;-;-;-;-;3
"210870 Pio XII";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"210890 Poção de Pedras";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210900 Porto Franco";-;4;2;-;-;-;-;-;-;-;-;-;-;6
"210910 Presidente Dutra";-;-;1;2;-;1;-;-;-;-;-;-;-;4
"210945 Raposa";-;-;-;1;-;1;1;-;-;-;-;-;-;3
"210950 Riachão";-;2;10;3;3;4;7;1;-;-;-;-;-;30
"210960 Rosário";-;1;-;-;1;-;-;-;2;-;-;-;-;4
"210970 Sambaíba";-;-;-;8;4;-;-;-;-;-;-;-;-;12
"210990 Santa Inês";-;-;-;4;5;7;-;6;1;-;-;-;1;24
"211020 Santa Rita";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"211060 São Bernardo";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"211085 São Francisco do Brejão";-;-;6;11;3;10;-;-;-;-;-;-;-;30
"211105 São João do Paraíso";-;1;2;2;-;-;-;-;-;-;-;-;-;5
"211110 São João dos Patos";-;-;-;-;1;2;1;-;-;-;-;-;-;4
"211120 São José de Ribamar";-;2;49;42;23;12;19;10;8;3;2;2;2;174
"211125 São José dos Basílios";-;1;-;-;-;2;1;-;-;-;-;-;-;4
"211130 São Luís";-;73;193;127;120;122;85;79;54;31;12;22;24;942
"211140 São Luís Gonzaga do Maranhão";-;-;-;1;-;-;-;-;-;-;1;-;-;2
"211150 São Mateus do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"211157 São Pedro dos Crentes";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"211160 São Raimundo das Mangabeiras";-;3;11;19;40;6;-;-;-;-;-;-;-;79
"211167 São Roberto";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"211190 Sucupira do Norte";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";-;3;2;-;4;1;2;-;1;1;1;1;1;17
"211220 Timon";-;-;1;6;-;5;4;-;3;-;-;-;1;20
"211230 Tuntum";-;-;-;2;-;3;-;-;-;-;-;-;-;5
"211240 Turiaçu";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"211245 Turilândia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"211250 Tutóia";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"211270 Vargem Grande";-;-;2;5;1;-;-;-;-;-;-;-;-;8
"211280 Viana";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"211285 Vila Nova dos Martírios";-;-;-;6;7;2;-;-;-;-;-;-;-;15
"211290 Vitória do Mearim";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"220040 Altos";-;1;-;3;2;5;-;1;-;-;-;-;-;12
"220050 Amarante";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"220060 Angical do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220100 Arraial";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"220115 Baixa Grande do Ribeiro";-;-;-;-;1;1;4;5;-;-;-;-;-;11
"220117 Barra D'Alcântara";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"220150 Batalha";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"220160 Beneditinos";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"220177 Boa Hora";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220190 Bom Jesus";-;-;1;2;9;1;-;1;-;-;-;-;-;14
"220196 Brasileira";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"220200 Buriti dos Lopes";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"220202 Buriti dos Montes";-;-;-;-;-;-;-;12;-;-;-;-;-;12
"220220 Campo Maior";-;-;-;1;-;-;-;-;-;-;1;-;-;2
"220230 Canto do Buriti";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"220240 Capitão de Campos";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"220270 Cocal";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220271 Cocal de Telha";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"220275 Colônia do Gurguéia";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"220290 Corrente";-;-;-;-;-;2;11;-;-;-;-;-;-;13
"220310 Cristino Castro";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"220330 Demerval Lobão";-;1;-;-;-;10;4;-;1;1;-;-;-;17
"220340 Dom Expedito Lopes";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"220350 Elesbão Veloso";-;-;-;-;-;-;-;6;-;-;-;-;1;7
"220390 Floriano";-;1;-;1;4;11;-;-;-;-;-;-;-;17
"220410 Francisco Ayres";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"220430 Fronteiras";-;-;-;-;-;7;-;-;-;-;-;-;-;7
"220520 Jaicós";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"220540 Joaquim Pires";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220553 Jurema";-;-;-;-;-;-;8;-;-;-;-;-;-;8
"220557 Lagoa de São Francisco";-;2;-;1;-;-;-;1;2;-;-;-;-;6
"220558 Lagoa do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220570 Luís Correia";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"220600 Marcos Parente";-;-;-;1;-;1;-;-;1;-;-;-;-;3
"220620 Miguel Alves";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"220640 Monsenhor Gil";-;-;-;1;1;3;-;-;-;-;-;-;-;5
"220670 Nazaré do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220680 Nossa Senhora dos Remédios";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"220690 Novo Oriente do Piauí";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"220700 Oeiras";-;1;1;6;18;40;19;1;-;1;-;-;1;88
"220735 Pajeú do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"220755 Paquetá";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220760 Parnaguá";-;-;-;1;-;6;1;-;1;1;-;-;-;10
"220770 Parnaíba";-;-;-;3;15;14;1;7;-;-;-;-;-;40
"220790 Pedro II";-;8;23;24;52;38;5;1;1;-;-;-;-;152
"220800 Picos";-;1;1;1;4;70;36;9;32;7;2;-;-;163
"220820 Pio IX";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"220830 Piracuruca";-;-;1;5;32;21;9;2;1;1;-;-;-;72
"220840 Piripiri";-;1;-;2;3;14;24;9;1;-;-;-;-;54
"220880 Regeneração";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"220890 Ribeiro Gonçalves";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"220920 Santa Filomena";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220970 São Francisco do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220975 São Gonçalo do Gurguéia";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"220987 São João da Fronteira";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"220995 São João da Varjota";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"220997 São João do Arraial";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"221005 São José do Divino";-;-;-;-;-;-;1;-;3;6;-;-;-;10
"221020 São José do Piauí";-;-;-;-;-;7;1;-;-;-;-;-;-;8
"221035 São Lourenço do Piauí";-;-;-;-;-;2;-;5;-;1;-;-;-;8
"221050 São Pedro do Piauí";-;-;-;1;-;-;2;-;-;-;-;-;-;3
"221060 São Raimundo Nonato";-;-;-;1;1;12;35;20;3;1;-;-;-;73
"221070 Simões";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"221100 Teresina";-;106;149;428;628;559;350;182;84;73;51;40;80;2730
"221120 Uruçuí";-;1;1;1;-;-;-;-;1;-;-;-;-;4
"221135 Várzea Branca";-;-;-;-;1;2;6;-;-;-;-;-;-;9
"230010 Abaiara";-;-;-;6;5;-;-;-;-;-;-;-;-;11
"230015 Acarape";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"230030 Acopiara";-;-;-;5;89;60;1;9;-;-;-;-;-;164
"230050 Alcântaras";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"230060 Altaneira";-;-;-;-;-;1;6;5;-;-;-;-;-;12
"230070 Alto Santo";-;217;47;32;10;-;-;-;-;-;1;-;32;339
"230080 Antonina do Norte";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"230100 Aquiraz";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"230110 Aracati";-;6;18;22;8;1;2;1;-;1;1;1;-;61
"230120 Aracoiaba";-;2;5;7;-;-;-;-;-;-;-;-;-;14
"230125 Ararendá";-;-;1;4;11;7;1;-;-;-;-;-;-;24
"230140 Aratuba";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"230150 Arneiroz";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"230180 Baixio";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"230185 Banabuiú";-;-;1;1;-;4;2;2;1;-;-;-;-;11
"230190 Barbalha";-;-;-;-;2;3;3;-;1;1;1;1;1;13
"230195 Barreira";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"230200 Barro";-;-;2;1;-;2;7;6;-;-;1;-;-;19
"230210 Baturité";-;4;1;1;-;-;-;-;-;-;-;-;-;6
"230220 Beberibe";-;-;-;2;53;5;-;1;-;-;-;-;-;61
"230240 Boa Viagem";-;-;-;3;-;1;-;-;-;-;-;-;-;4
"230250 Brejo Santo";-;5;18;66;352;191;34;24;15;2;1;2;2;712
"230260 Camocim";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"230270 Campos Sales";-;-;-;1;1;1;-;-;-;-;-;1;-;4
"230280 Canindé";-;-;1;1;2;-;-;-;-;-;-;-;-;4
"230290 Capistrano";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"230310 Cariré";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"230320 Caririaçu";-;-;-;-;-;-;1;3;1;2;-;-;-;7
"230340 Carnaubal";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"230350 Cascavel";-;2;6;5;1;-;-;1;1;-;-;-;-;16
"230360 Catarina";-;2;10;46;2;1;-;-;-;-;-;-;-;61
"230370 Caucaia";-;9;62;139;32;32;39;35;29;18;9;7;1;412
"230380 Cedro";-;-;-;-;-;1;8;1;1;-;-;-;-;11
"230395 Chorozinho";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"230400 Coreaú";-;-;-;8;-;-;-;-;-;-;-;-;-;8
"230410 Crateús";-;3;8;33;73;28;18;9;-;2;1;4;3;182
"230420 Crato";-;1;1;11;4;52;50;6;-;-;-;-;-;125
"230423 Croatá";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"230428 Eusébio";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"230430 Farias Brito";-;-;1;-;4;1;-;-;1;-;-;-;-;7
"230435 Forquilha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"230440 Fortaleza";-;363;538;1066;1500;417;146;130;48;38;26;46;41;4359
"230445 Fortim";-;-;-;2;3;-;-;-;-;-;-;-;-;5
"230465 Graça";-;-;-;1;-;1;1;-;-;-;-;-;-;3
"230470 Granja";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"230480 Granjeiro";-;-;-;-;-;1;6;3;1;-;-;-;-;11
"230490 Groaíras";-;-;-;3;1;-;-;-;-;-;-;-;-;4
"230495 Guaiúba";-;1;21;11;-;-;-;-;-;-;-;-;-;33
"230500 Guaraciaba do Norte";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"230510 Guaramiranga";-;1;-;-;-;-;1;-;-;-;1;-;-;3
"230523 Horizonte";-;1;-;2;1;-;-;1;-;-;-;-;-;5
"230526 Ibaretama";-;-;-;-;1;3;-;-;-;-;-;-;-;4
"230533 Ibicuitinga";-;-;-;-;-;1;3;-;-;-;-;-;-;4
"230535 Icapuí";-;-;-;-;24;13;-;-;-;-;-;-;-;37
"230540 Icó";-;-;3;1;27;171;132;18;8;3;2;-;-;365
"230550 Iguatu";-;1;-;6;39;24;1;1;-;1;-;-;-;73
"230560 Independência";-;4;3;-;1;-;-;1;-;-;2;1;1;13
"230570 Ipaumirim";-;-;-;2;4;8;5;-;-;-;-;-;-;19
"230580 Ipu";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"230590 Ipueiras";-;-;-;-;1;2;-;-;-;-;-;-;-;3
"230600 Iracema";-;78;64;16;16;5;21;6;11;3;2;9;30;261
"230610 Irauçuba";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"230625 Itaitinga";-;-;1;2;14;-;1;2;-;2;-;1;-;23
"230630 Itapagé";-;-;1;7;6;3;-;-;-;-;-;-;1;18
"230640 Itapipoca";-;-;-;6;2;5;2;1;1;-;-;1;-;18
"230650 Itapiúna";-;1;1;-;2;4;2;-;3;1;-;2;-;16
"230655 Itarema";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"230670 Jaguaretama";-;1;1;-;1;3;29;20;1;1;1;-;-;58
"230680 Jaguaribara";-;-;2;10;130;86;14;17;19;2;-;-;2;282
"230690 Jaguaribe";-;-;-;-;-;1;-;-;-;-;-;-;1;2
"230700 Jaguaruana";-;-;-;-;-;1;-;1;-;1;-;-;-;3
"230710 Jardim";-;-;-;-;1;1;-;-;-;-;-;1;1;4
"230720 Jati";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"230730 Juazeiro do Norte";-;-;1;2;17;35;9;2;-;-;-;-;-;66
"230750 Lavras da Mangabeira";-;-;-;-;-;5;8;15;8;2;14;9;3;64
"230760 Limoeiro do Norte";-;2;-;-;1;-;-;1;1;-;-;-;1;6
"230763 Madalena";-;-;18;2;6;6;-;-;1;-;-;-;-;33
"230765 Maracanaú";-;2;4;11;4;4;1;2;-;-;-;-;1;29
"230770 Maranguape";-;4;9;31;34;9;2;-;1;2;-;-;1;93
"230780 Marco";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"230800 Massapê";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"230810 Mauriti";-;-;3;2;10;114;172;68;18;12;7;8;-;414
"230830 Milagres";-;-;10;41;362;267;20;7;4;3;2;1;1;718
"230835 Milhã";-;-;-;-;3;-;-;-;-;-;4;15;-;22
"230837 Miraíma";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"230840 Missão Velha";-;-;1;3;-;-;-;2;-;-;-;-;-;6
"230850 Mombaça";-;-;-;4;7;19;7;-;2;-;1;-;-;40
"230860 Monsenhor Tabosa";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"230870 Morada Nova";-;1;-;-;1;2;-;4;3;-;-;-;-;11
"230900 Mucambo";-;-;-;-;1;-;2;-;-;-;-;-;1;4
"230910 Mulungu";-;-;1;-;-;-;-;-;1;-;-;-;-;2
"230920 Nova Olinda";-;-;-;-;-;2;-;-;2;-;-;-;-;4
"230930 Nova Russas";-;3;-;5;1;-;-;-;-;-;-;-;-;9
"230940 Novo Oriente";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"230945 Ocara";-;-;-;1;1;-;-;-;1;-;-;-;-;3
"230960 Pacajus";-;-;1;1;4;-;-;-;-;-;-;-;-;6
"230970 Pacatuba";-;1;1;2;3;1;2;2;-;-;-;1;-;13
"230980 Pacoti";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"230990 Pacujá";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"231000 Palhano";-;1;-;-;1;1;-;-;-;-;-;1;-;4
"231010 Palmácia";-;-;-;1;2;-;-;-;-;-;-;-;-;3
"231020 Paracuru";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"231025 Paraipaba";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"231030 Parambu";-;-;-;1;9;4;3;-;-;1;-;2;-;20
"231040 Paramoti";-;-;3;1;-;-;-;-;-;-;-;-;-;4
"231050 Pedra Branca";-;-;-;-;-;-;1;-;1;1;-;-;-;3
"231060 Penaforte";-;-;1;-;1;7;2;1;-;-;-;-;-;12
"231070 Pentecoste";-;-;-;-;1;1;-;-;-;2;-;-;-;4
"231080 Pereiro";-;-;-;1;-;-;-;1;1;2;2;1;-;8
"231090 Piquet Carneiro";-;-;-;1;10;-;-;1;-;-;-;-;-;12
"231110 Porteiras";-;1;-;1;6;14;4;2;-;-;1;2;2;33
"231120 Potengi";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"231123 Potiretama";-;-;-;-;-;1;14;2;-;-;-;-;-;17
"231126 Quiterianópolis";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"231130 Quixadá";-;-;-;1;-;-;2;-;-;-;-;-;-;3
"231135 Quixelô";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"231140 Quixeramobim";-;6;51;56;33;237;265;216;34;4;1;1;-;904
"231150 Quixeré";-;1;-;-;1;3;1;1;-;1;-;1;-;9
"231160 Redenção";-;-;-;-;1;2;-;-;-;-;-;-;-;3
"231170 Reriutaba";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"231180 Russas";-;2;3;15;13;8;16;3;8;4;-;-;1;73
"231190 Saboeiro";-;-;-;-;1;1;1;1;-;-;-;-;-;4
"231220 Santa Quitéria";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"231230 São Benedito";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"231240 São Gonçalo do Amarante";-;-;-;1;6;1;-;-;-;-;-;-;-;8
"231250 São João do Jaguaribe";-;-;-;2;3;5;1;1;-;-;-;-;-;12
"231260 São Luís do Curu";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"231270 Senador Pompeu";-;-;-;-;4;6;-;-;-;-;-;-;-;10
"231280 Senador Sá";-;-;-;-;2;1;-;-;-;-;-;-;-;3
"231290 Sobral";-;1;2;3;3;10;3;4;-;1;-;2;8;37
"231300 Solonópole";-;-;-;-;7;1;-;-;-;1;-;-;1;10
"231310 Tabuleiro do Norte";-;1;5;100;130;132;45;26;26;14;1;1;1;482
"231320 Tamboril";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"231325 Tarrafas";-;-;-;-;-;-;2;1;1;2;-;-;-;6
"231330 Tauá";-;2;1;11;22;17;6;3;2;2;3;1;-;70
"231335 Tejuçuoca";-;-;-;2;2;-;3;-;-;-;-;-;-;7
"231340 Tianguá";-;1;-;1;-;-;-;-;-;-;-;-;1;3
"231350 Trairi";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"231355 Tururu";-;-;-;2;2;3;-;-;-;-;-;-;-;7
"231360 Ubajara";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"231370 Umari";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"231375 Umirim";-;-;-;2;-;-;1;-;-;-;-;-;-;3
"231390 Uruoca";-;-;-;1;2;-;-;-;-;-;-;-;-;3
"231395 Varjota";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"231400 Várzea Alegre";-;-;-;1;4;62;97;18;-;-;1;1;2;186
"231410 Viçosa do Ceará";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"240010 Acari";-;-;-;-;-;-;2;6;9;35;5;-;-;57
"240020 Açu";-;2;-;14;4;4;2;-;-;-;2;-;-;28
"240030 Afonso Bezerra";-;-;-;2;-;-;2;1;-;-;-;-;-;5
"240040 Água Nova";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"240050 Alexandria";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"240080 Angicos";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"240110 Areia Branca";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"240120 Arês";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"240140 Baía Formosa";-;1;-;-;-;-;-;-;1;-;-;-;-;2
"240145 Baraúna";-;-;-;-;2;-;1;-;-;-;-;-;-;3
"240160 Bento Fernandes";-;1;1;4;4;-;-;-;-;-;-;-;-;10
"240165 Bodó";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"240170 Bom Jesus";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"240180 Brejinho";-;-;-;-;-;-;1;-;-;2;-;-;-;3
"240190 Caiçara do Rio do Vento";-;-;4;2;-;-;-;-;-;-;3;1;1;11
"240200 Caicó";-;1;-;-;-;-;1;-;-;1;-;-;-;3
"240210 Campo Redondo";-;-;1;-;4;1;-;-;-;-;-;-;-;6
"240240 Carnaúba dos Dantas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"240260 Ceará-Mirim";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"240300 Cruzeta";-;-;1;-;-;-;-;-;-;1;-;-;-;2
"240310 Currais Novos";-;2;-;-;1;-;-;-;-;-;-;-;1;4
"240350 Espírito Santo";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"240360 Extremoz";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"240420 Goianinha";-;-;1;-;-;-;-;-;-;-;-;1;-;2
"240450 Guamaré";-;-;-;9;3;-;-;-;1;-;1;-;-;14
"240460 Ielmo Marinho";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"240540 Japi";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"240550 Jardim de Angicos";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"240570 Jardim do Seridó";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"240580 João Câmara";-;-;2;1;1;1;-;-;-;-;-;1;-;6
"240600 José da Penha";-;-;-;-;-;-;21;15;-;-;-;-;-;36
"240610 Jucurutu";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"240680 Lajes Pintadas";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"240690 Lucrécia";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"240710 Macaíba";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"240720 Macau";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"240730 Marcelino Vieira";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"240750 Maxaranguape";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"240770 Montanhas";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"240800 Mossoró";-;29;108;262;78;105;74;51;87;93;91;72;65;1115
"240810 Natal";-;12;8;11;5;10;7;4;2;4;-;2;1;66
"240820 Nísia Floresta";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"240830 Nova Cruz";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"240325 Parnamirim";-;3;-;2;3;2;2;1;-;1;-;1;1;16
"240920 Passagem";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"240950 Pedra Grande";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"240960 Pedra Preta";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"240990 Pendências";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"241010 Poço Branco";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"241040 Pureza";-;-;-;-;1;-;-;-;-;1;1;1;-;4
"241110 Ruy Barbosa";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"241120 Santa Cruz";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"241140 Santana do Matos";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"241142 Santana do Seridó";-;1;-;-;-;-;-;-;1;-;-;-;-;2
"241150 Santo Antônio";-;-;2;3;2;1;-;-;-;2;-;1;-;11
"241170 São Bento do Trairí";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"241190 São Francisco do Oeste";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"241200 São Gonçalo do Amarante";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"241220 São José de Mipibu";-;-;4;1;1;1;1;-;-;1;-;-;-;9
"241250 São Miguel";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"241260 São Paulo do Potengi";-;1;-;-;-;-;-;-;1;1;-;1;-;4
"241290 São Tomé";-;-;-;5;-;1;2;1;-;-;-;-;-;9
"241030 Serra Caiada";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"241335 Serra do Mel";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"241350 Serrinha";-;-;-;-;-;-;2;4;-;-;-;-;-;6
"241390 Taipu";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"241410 Tenente Ananias";-;-;-;-;-;-;1;-;-;-;-;-;-;1
