DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2012
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110006 Colorado do Oeste";-;-;-;1;-;-;-;-;-;-;-;-;1
"110020 Porto Velho";-;1;-;-;-;-;-;-;-;-;-;-;1
"140010 Boa Vista";-;-;-;-;-;-;1;-;-;-;-;-;1
"150360 Itaituba";-;-;-;1;-;-;-;-;-;-;-;-;1
"210980 Santa Helena";-;-;-;1;-;-;-;-;-;-;-;-;1
"313420 Ituiutaba";-;-;-;1;-;-;-;-;-;-;-;-;1
"330455 Rio de Janeiro";-;-;-;1;-;-;-;-;-;-;-;-;1
"351130 Cedral";1;-;-;-;-;-;-;-;-;-;-;-;1
"351740 Guaíra";-;-;-;-;1;-;-;-;-;-;-;-;1
"410370 Cambé";-;-;1;-;-;-;-;-;-;-;-;-;1
"510010 Acorizal";-;-;2;1;1;-;-;1;-;-;-;-;5
"510020 Água Boa";1;2;3;12;1;-;7;26;55;96;133;156;492
"510025 Alta Floresta";12;14;28;15;13;12;5;7;7;17;74;76;280
"510030 Alto Araguaia";-;-;-;1;-;-;-;-;-;-;-;-;1
"510035 Alto Boa Vista";-;-;-;-;-;1;-;-;1;1;-;1;4
"510040 Alto Garças";-;-;-;-;-;-;-;1;-;-;-;-;1
"510050 Alto Paraguai";1;-;2;-;-;-;-;-;-;-;-;-;3
"510060 Alto Taquari";-;-;2;-;1;-;-;-;-;-;-;-;3
"510100 Araguaiana";-;-;-;-;-;-;-;-;1;15;41;38;95
"510120 Araguainha";-;-;-;-;1;-;-;-;-;-;-;-;1
"510125 Araputanga";29;69;118;86;38;6;1;1;-;2;2;9;361
"510130 Arenápolis";-;2;-;7;56;38;9;1;3;3;4;6;129
"510140 Aripuanã";163;119;23;27;5;9;5;3;-;8;6;16;384
"510160 Barão de Melgaço";-;1;-;-;-;-;-;-;-;-;-;-;1
"510170 Barra do Bugres";5;13;11;17;16;7;4;2;2;4;12;12;105
"510180 Barra do Garças";31;37;29;34;39;18;23;26;2;7;16;71;333
"510190 Brasnorte";2;2;1;1;1;-;10;2;7;-;4;5;35
"510250 Cáceres";-;2;8;29;3;-;3;2;1;8;11;68;135
"510260 Campinápolis";3;10;20;8;15;14;11;4;1;1;-;-;87
"510263 Campo Novo do Parecis";4;5;16;12;13;9;14;9;6;6;6;15;115
"510267 Campo Verde";17;31;21;21;25;11;5;2;5;2;2;28;170
"510268 Campos de Júlio";1;5;48;61;68;37;11;6;8;20;24;25;314
"510269 Canabrava do Norte";1;1;1;-;-;-;-;-;-;-;-;-;3
"510270 Canarana";-;10;7;14;26;16;12;8;-;1;1;2;97
"510279 Carlinda";-;-;3;3;16;-;9;20;7;18;45;9;130
"510285 Castanheira";1;-;-;5;-;-;2;-;-;2;3;-;13
"510300 Chapada dos Guimarães";-;-;3;25;7;4;2;1;-;3;2;4;51
"510305 Cláudia";3;7;12;10;32;41;16;12;6;6;17;-;162
"510320 Colíder";3;2;1;9;23;14;-;2;2;-;1;2;59
"510325 Colniza";5;1;1;1;1;-;-;-;-;-;1;4;14
