DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2014
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"130260 Manaus";1;-;-;-;1;-;1;1;-;-;-;-;4
"150010 Abaetetuba";-;-;-;-;-;-;-;1;1;-;-;1;3
"150013 Abel Figueiredo";-;-;1;4;1;-;1;1;-;-;-;2;10
"150020 Acará";5;4;8;3;2;-;-;-;1;-;-;1;24
"150034 Água Azul do Norte";-;-;-;-;1;-;-;-;-;-;-;-;1
"150040 Alenquer";1;-;-;-;1;-;-;-;-;-;-;-;2
"150050 Almeirim";-;-;1;27;15;6;2;-;-;-;-;-;51
"150060 Altamira";8;15;30;65;18;20;6;12;1;7;2;5;189
"150070 Anajás";-;1;-;-;-;-;-;-;-;-;-;-;1
"150080 Ananindeua";1;-;-;-;1;1;-;1;1;4;-;-;9
"150085 Anapu";13;22;3;1;1;1;-;-;1;-;-;1;43
"150090 Augusto Corrêa";-;1;-;-;-;-;-;-;-;-;-;-;1
"150095 Aurora do Pará";-;-;-;-;-;2;-;-;1;1;3;-;7
"150125 Bannach";-;1;-;1;1;-;-;-;-;-;-;-;3
"150130 Barcarena";-;2;1;1;-;-;1;-;-;1;1;-;7
"150140 Belém";2;1;1;13;22;11;20;32;17;17;11;4;151
"150170 Bragança";-;-;-;-;-;1;-;-;-;-;-;-;1
"150172 Brasil Novo";2;8;30;9;13;1;-;-;-;-;-;1;64
"150175 Brejo Grande do Araguaia";-;2;4;2;-;-;-;-;-;-;-;-;8
"150178 Breu Branco";1;-;1;-;-;-;-;-;-;-;-;-;2
"150180 Breves";-;-;3;-;-;1;-;-;1;1;-;-;6
"150210 Cametá";1;-;-;-;-;2;-;-;-;-;-;-;3
"150215 Canaã dos Carajás";-;3;3;1;2;-;-;-;-;-;-;-;9
"150230 Capitão Poço";-;-;-;1;-;-;-;-;-;-;-;-;1
"150240 Castanhal";1;1;1;1;-;1;-;-;1;5;3;-;14
"150270 Conceição do Araguaia";2;1;2;-;-;1;-;1;1;-;2;-;10
"150277 Curionópolis";1;2;1;-;-;-;-;-;-;-;-;-;4
"150293 Dom Eliseu";5;2;1;3;-;1;-;-;-;-;1;1;14
"150310 Gurupá";-;-;-;-;-;-;-;2;2;28;4;-;36
"150320 Igarapé-Açu";1;-;-;-;1;-;1;-;-;-;-;-;3
"150340 Inhangapi";-;-;-;-;1;-;-;-;-;-;-;-;1
"150345 Ipixuna do Pará";2;2;4;5;-;-;-;-;-;-;-;-;13
"150350 Irituia";-;1;1;1;-;-;-;-;-;-;1;-;4
"150360 Itaituba";3;6;4;6;7;6;3;-;-;-;2;-;37
"150370 Itupiranga";6;12;6;5;3;-;-;1;-;1;-;-;34
"150390 Juruti";4;1;-;-;-;-;-;-;-;-;-;-;5
"150420 Marabá";6;28;27;13;2;2;1;-;1;-;2;3;85
"150430 Maracanã";-;1;-;-;-;-;-;-;-;-;-;-;1
"150442 Marituba";2;2;3;4;1;-;-;-;-;-;-;-;12
"150445 Medicilândia";5;2;4;-;-;-;-;-;-;-;-;-;11
"150450 Melgaço";-;-;-;-;-;-;-;-;-;-;1;-;1
"150460 Mocajuba";-;-;1;-;-;-;-;-;-;-;-;-;1
"150470 Moju";-;-;-;-;1;-;-;-;-;-;1;-;2
"150475 Mojuí dos Campos";-;-;-;-;-;-;-;1;-;-;-;-;1
"150480 Monte Alegre";-;-;-;1;1;-;1;-;-;-;-;-;3
"150490 Muaná";-;-;-;-;-;-;-;-;-;-;1;-;1
"150495 Nova Esperança do Piriá";1;-;-;2;-;-;-;-;-;-;-;-;3
"150497 Nova Ipixuna";1;-;3;1;2;1;-;-;-;-;1;2;11
"150503 Novo Progresso";2;2;21;7;6;-;-;2;3;2;1;1;47
"150510 Óbidos";-;3;-;1;2;1;-;-;-;-;1;-;8
"150520 Oeiras do Pará";-;-;-;1;-;-;-;-;-;-;-;-;1
"150530 Oriximiná";57;29;39;22;22;4;9;7;1;2;1;6;199
"150543 Ourilândia do Norte";6;2;2;1;-;1;-;-;-;-;1;2;15
"150548 Pacajá";51;42;47;14;4;2;2;2;1;-;4;6;175
"150550 Paragominas";-;2;-;2;1;-;-;-;-;-;-;-;5
"150553 Parauapebas";140;91;114;81;34;20;3;4;1;6;11;27;532
"150565 Placas";1;-;-;-;-;-;-;-;-;-;-;-;1
"150570 Ponta de Pedras";-;-;1;-;-;-;-;2;2;3;4;1;13
"150580 Portel";-;-;1;-;1;1;1;-;-;6;1;1;12
"150613 Redenção";-;2;1;1;1;-;-;-;-;-;-;-;5
"150616 Rio Maria";1;-;-;-;-;-;-;-;-;-;-;-;1
"150618 Rondon do Pará";-;1;1;1;-;-;1;-;-;1;-;1;6
"150619 Rurópolis";2;-;-;-;-;-;-;-;-;-;-;-;2
"150620 Salinópolis";2;1;-;1;-;1;-;2;-;1;1;-;9
"150650 Santa Izabel do Pará";1;2;-;-;-;-;-;-;-;-;-;-;3
"150655 Santa Luzia do Pará";-;-;-;-;-;1;-;-;-;-;-;-;1
"150658 Santa Maria das Barreiras";-;-;2;-;-;-;-;-;-;-;-;-;2
"150670 Santana do Araguaia";-;1;2;1;-;-;-;-;-;-;-;-;4
"150680 Santarém";4;2;2;3;4;1;-;1;1;2;-;-;20
"150720 São Domingos do Capim";2;1;7;-;2;1;-;-;-;-;-;-;13
"150730 São Félix do Xingu";7;14;82;19;20;8;11;1;-;5;1;5;173
"150745 São Geraldo do Araguaia";3;5;1;20;15;2;1;-;-;2;2;1;52
"150746 São João da Ponta";1;2;-;-;-;-;-;-;2;8;10;5;28
"150750 São João do Araguaia";-;-;1;2;1;-;-;-;-;1;-;-;5
"150780 Senador José Porfírio";69;79;46;23;7;4;11;29;54;78;31;67;498
"150790 Soure";-;1;-;-;-;-;-;-;-;-;-;-;1
"150795 Tailândia";-;1;-;-;-;-;1;-;4;8;2;5;21
"150796 Terra Alta";-;-;-;-;-;-;-;1;-;-;-;-;1
"150797 Terra Santa";1;-;-;-;-;-;-;-;-;-;-;-;1
"150800 Tomé-Açu";-;1;1;2;2;-;12;2;1;1;1;-;23
"150803 Tracuateua";-;-;-;1;-;-;-;-;-;-;-;-;1
"150808 Tucumã";-;-;1;-;1;-;-;-;2;-;5;-;9
"150810 Tucuruí";-;-;-;-;-;-;1;-;-;-;-;-;1
"150815 Uruará";-;-;3;-;38;9;2;-;7;3;-;-;62
"150820 Vigia";-;-;-;1;1;-;-;-;-;-;-;-;2
"150835 Vitória do Xingu";-;-;-;2;2;-;-;-;-;-;-;-;4
"150840 Xinguara";3;4;3;-;-;-;-;-;-;-;-;2;12
"160027 Laranjal do Jari";-;-;-;1;-;-;-;-;-;-;-;-;1
"160030 Macapá";-;-;-;-;-;-;-;-;-;-;1;-;1
"211130 São Luís";-;1;-;-;-;-;-;-;-;-;-;-;1
"354980 São José do Rio Preto";-;-;-;1;-;-;-;-;-;-;-;-;1
