DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2016
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"130050 Barreirinha";-;1;-;-;-;-;-;-;-;-;-;-;1
"130260 Manaus";2;-;-;-;-;-;-;-;-;-;-;-;2
"150010 Abaetetuba";13;22;12;8;1;5;5;11;7;7;10;8;109
"150013 Abel Figueiredo";-;-;-;-;1;-;-;-;-;-;-;-;1
"150020 Acará";-;-;-;-;1;-;-;-;-;-;-;-;1
"150030 Afuá";-;-;-;-;-;-;-;-;1;-;-;-;1
"150040 Alenquer";57;152;144;107;52;6;-;3;-;-;-;-;521
"150060 Altamira";1;2;1;-;-;-;-;-;1;-;1;-;6
"150080 Ananindeua";6;10;10;1;-;-;-;-;1;-;-;-;28
"150085 Anapu";7;21;14;1;-;-;-;-;-;-;2;-;45
"150095 Aurora do Pará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150100 Aveiro";-;-;-;1;-;-;-;-;-;-;-;-;1
"150125 Bannach";2;13;1;-;-;-;-;-;-;-;-;-;16
"150130 Barcarena";8;29;11;3;5;1;2;6;2;3;1;-;71
"150140 Belém";44;71;59;17;5;1;-;1;5;4;1;1;209
"150145 Belterra";-;-;-;-;1;-;-;-;-;-;-;-;1
"150150 Benevides";1;-;-;1;-;-;-;-;-;-;-;1;3
"150160 Bonito";-;-;-;-;-;-;-;-;-;-;-;1;1
"150170 Bragança";-;-;-;-;-;-;-;-;-;2;1;-;3
"150172 Brasil Novo";-;2;8;8;9;1;-;-;-;-;-;-;28
"150178 Breu Branco";-;2;-;-;-;4;-;-;-;-;-;-;6
"150180 Breves";13;15;7;4;-;-;-;-;-;-;1;2;42
"150210 Cametá";2;4;1;2;1;1;-;-;-;-;-;-;11
"150215 Canaã dos Carajás";16;21;5;2;-;-;-;-;-;-;-;7;51
"150220 Capanema";-;-;1;1;-;-;1;-;-;-;-;-;3
"150230 Capitão Poço";4;-;5;2;-;2;6;5;9;-;3;-;36
"150240 Castanhal";4;-;3;-;1;-;-;-;-;-;2;1;11
"150250 Chaves";1;-;-;-;-;-;-;-;-;-;-;-;1
"150260 Colares";-;-;-;-;-;1;-;-;-;1;-;-;2
"150270 Conceição do Araguaia";2;-;-;-;-;-;-;-;1;-;1;-;4
"150276 Cumaru do Norte";-;1;-;-;-;-;-;-;1;-;-;-;2
"150277 Curionópolis";-;-;-;-;8;1;-;-;-;-;-;1;10
"150280 Curralinho";1;-;-;-;-;-;-;-;-;-;-;-;1
"150290 Curuçá";1;-;-;-;-;-;-;1;-;-;-;-;2
"150293 Dom Eliseu";-;-;-;3;-;-;-;-;-;-;-;-;3
"150295 Eldorado do Carajás";-;-;-;-;-;-;-;-;-;-;1;-;1
"150304 Floresta do Araguaia";-;1;-;1;-;-;-;-;-;-;-;-;2
"150307 Garrafão do Norte";-;-;-;-;-;1;-;-;-;-;-;-;1
"150310 Gurupá";1;9;5;-;-;-;-;-;-;-;-;-;15
"150320 Igarapé-Açu";1;3;4;3;2;-;-;-;1;-;-;5;19
"150330 Igarapé-Miri";-;2;1;1;-;-;-;-;-;-;-;-;4
"150340 Inhangapi";5;1;1;-;-;-;1;-;-;-;-;-;8
"150345 Ipixuna do Pará";-;1;1;-;-;-;-;-;-;-;-;-;2
"150350 Irituia";-;1;1;-;1;-;-;-;-;-;-;-;3
"150360 Itaituba";9;93;121;146;30;2;3;-;1;8;2;1;416
"150370 Itupiranga";2;6;1;1;2;4;4;2;1;-;-;-;23
"150380 Jacundá";-;11;19;10;9;2;3;4;5;1;-;-;64
"150390 Juruti";-;2;2;-;-;-;-;-;-;-;-;-;4
"150400 Limoeiro do Ajuru";-;-;-;1;-;-;-;-;1;-;-;-;2
"150405 Mãe do Rio";-;2;1;-;-;-;-;-;-;-;-;-;3
"150420 Marabá";-;4;16;10;28;25;34;6;-;4;13;16;156
"150430 Maracanã";-;-;-;1;-;-;-;-;-;-;-;-;1
