DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Amazonas
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2012
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110020 Porto Velho";-;1;1;-;-;-;-;-;-;-;-;2;4
"130002 Alvarães";-;-;-;-;-;-;1;-;-;-;-;-;1
"130040 Barcelos";5;-;1;2;-;-;1;-;-;-;-;-;9
"130060 Benjamin Constant";-;-;-;-;-;-;-;-;-;1;-;-;1
"130070 Boca do Acre";1;-;3;-;-;-;-;-;-;-;2;5;11
"130080 Borba";2;-;1;-;-;-;-;-;-;-;-;-;3
"130110 Careiro";2;-;1;1;-;-;-;-;-;-;2;-;6
"130115 Careiro da Várzea";-;-;-;-;1;-;-;-;-;-;-;-;1
"130120 Coari";2;1;-;-;-;-;-;-;-;-;-;-;3
"130130 Codajás";1;-;-;-;-;-;-;-;-;-;-;-;1
"130170 Humaitá";-;1;6;7;4;7;11;1;-;1;6;6;50
"130190 Itacoatiara";-;-;2;-;-;-;-;1;1;1;-;4;9
"130240 Lábrea";1;-;3;3;2;-;-;-;-;3;1;-;13
"130250 Manacapuru";28;15;4;-;-;-;-;-;-;-;1;17;65
"130260 Manaus";386;697;238;79;89;157;199;100;102;83;164;309;2603
"130270 Manicoré";1;3;-;-;-;-;-;-;-;-;-;-;4
"130280 Maraã";-;-;-;-;-;-;1;-;-;-;-;-;1
"130290 Maués";-;-;-;-;-;-;-;-;1;1;-;-;2
"130320 Novo Airão";-;-;-;-;-;-;-;-;-;-;-;1;1
"130330 Novo Aripuanã";-;-;1;-;-;-;-;-;-;-;-;-;1
"130340 Parintins";-;-;-;-;-;-;-;-;-;-;1;-;1
"130380 São Gabriel da Cachoeira";213;99;80;24;30;25;32;16;24;8;17;13;581
"130406 Tabatinga";1;2;1;1;-;1;1;6;25;58;52;95;243
"130420 Tefé";11;8;3;10;10;2;1;1;-;-;-;-;46
"230760 Limoeiro do Norte";-;-;-;-;-;-;-;1;-;-;-;-;1
"000000 Ignorado ou exterior";263;390;75;87;69;64;49;69;55;125;190;250;1686
"Total";917;1217;420;214;205;256;296;195;208;281;436;702;5347
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
