DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2008
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"120040 Rio Branco";1;1;-;-;-;-;-;-;-;-;-;-;2
"130260 Manaus";1;4;-;2;-;-;-;-;-;-;-;-;7
"150010 Abaetetuba";2;1;16;20;6;2;1;-;2;3;1;-;54
"150013 Abel Figueiredo";5;-;-;2;-;-;-;-;-;-;-;-;7
"150020 Acará";-;-;7;6;-;-;-;-;-;-;-;-;13
"150034 Água Azul do Norte";8;2;2;1;-;-;-;-;-;-;-;-;13
"150040 Alenquer";-;7;12;15;5;-;-;-;-;-;-;-;39
"150060 Altamira";1;3;2;1;-;-;1;-;-;-;1;-;9
"150080 Ananindeua";15;4;5;3;-;-;1;1;3;3;11;6;52
"150085 Anapu";1;-;-;1;3;-;-;-;-;-;-;-;5
"150090 Augusto Corrêa";1;-;4;-;-;-;-;-;-;-;1;2;8
"150095 Aurora do Pará";3;-;-;4;1;3;-;2;1;3;-;1;18
"150110 Bagre";-;1;-;-;-;-;-;-;-;-;-;-;1
"150120 Baião";1;5;8;4;-;-;-;-;-;-;-;-;18
"150125 Bannach";24;9;4;15;-;-;2;3;3;28;2;3;93
"150130 Barcarena";6;2;-;9;16;2;2;1;-;-;2;1;41
"150140 Belém";139;120;146;97;23;13;3;6;6;35;38;33;659
"150145 Belterra";1;3;24;22;59;13;3;1;-;3;3;10;142
"150150 Benevides";5;4;3;-;-;-;-;-;-;-;-;-;12
"150157 Bom Jesus do Tocantins";15;25;18;13;4;7;-;-;-;-;3;-;85
"150160 Bonito";-;1;-;-;-;-;-;-;-;-;-;-;1
"150170 Bragança";5;11;7;12;6;9;1;3;2;6;5;7;74
"150175 Brejo Grande do Araguaia";3;1;-;1;-;-;-;-;-;3;5;-;13
"150178 Breu Branco";7;8;6;7;1;1;-;-;-;-;-;-;30
"150180 Breves";-;-;1;-;-;-;-;-;-;-;-;-;1
"150190 Bujaru";1;4;2;1;2;2;2;3;8;2;2;2;31
"150200 Cachoeira do Arari";-;-;-;-;-;-;-;-;-;-;-;1;1
"150195 Cachoeira do Piriá";1;1;-;-;-;-;-;-;-;-;-;-;2
"150210 Cametá";20;16;18;15;6;1;-;-;1;-;-;3;80
"150215 Canaã dos Carajás";12;14;15;13;-;-;-;-;-;1;1;-;56
"150220 Capanema";6;8;11;12;4;2;-;-;-;-;-;-;43
"150230 Capitão Poço";1;1;-;-;6;3;-;-;-;-;-;-;11
"150240 Castanhal";8;15;13;8;6;1;-;2;6;11;6;8;84
"150260 Colares";-;1;-;-;-;-;-;-;-;-;-;-;1
"150270 Conceição do Araguaia";257;358;343;89;43;13;4;2;1;2;9;19;1140
"150275 Concórdia do Pará";1;-;-;-;-;-;1;1;-;2;1;1;7
"150276 Cumaru do Norte";20;13;-;-;3;-;-;-;-;1;3;5;45
"150277 Curionópolis";12;9;18;1;5;4;-;-;1;-;-;3;53
"150285 Curuá";-;1;-;-;-;-;-;-;-;-;-;-;1
"150293 Dom Eliseu";13;14;31;46;27;19;13;4;1;2;-;-;170
"150295 Eldorado do Carajás";-;-;-;-;-;-;-;-;-;-;-;1;1
"150304 Floresta do Araguaia";48;5;-;-;-;-;-;-;-;-;1;4;58
"150309 Goianésia do Pará";-;4;-;1;-;-;-;-;-;-;-;-;5
"150320 Igarapé-Açu";8;11;3;5;-;-;-;-;-;-;-;-;27
"150330 Igarapé-Miri";-;-;-;1;-;-;-;-;-;-;-;-;1
"150340 Inhangapi";1;-;-;-;-;-;-;-;-;-;-;-;1
"150345 Ipixuna do Pará";-;1;1;1;-;-;-;-;-;-;-;-;3
"150350 Irituia";-;3;3;-;2;19;5;-;-;-;-;1;33
"150360 Itaituba";101;97;34;1;2;-;1;1;2;2;7;8;256
"150370 Itupiranga";3;-;7;7;-;-;-;-;-;-;-;1;18
"150380 Jacundá";31;7;1;2;4;1;-;-;-;-;-;6;52
"150390 Juruti";1;2;66;113;13;4;-;2;-;-;-;-;201
"150405 Mãe do Rio";1;1;12;17;4;-;1;2;2;5;4;10;59
"150410 Magalhães Barata";-;-;3;5;-;-;-;-;-;-;-;-;8
"150420 Marabá";139;101;62;167;21;45;28;3;5;1;4;20;596
"150430 Maracanã";10;10;7;2;-;1;-;-;-;-;-;2;32
"150440 Marapanim";1;2;-;5;-;-;-;-;-;-;-;-;8
"150442 Marituba";45;28;41;34;-;-;-;-;4;-;2;10;164
"150460 Mocajuba";1;4;2;1;-;-;-;-;-;-;-;-;8
"150470 Moju";23;22;5;3;2;-;-;-;-;-;-;2;57
"150480 Monte Alegre";1;-;-;4;4;3;-;-;-;-;-;-;12
"150490 Muaná";-;-;2;2;-;1;-;-;-;-;-;-;5
"150495 Nova Esperança do Piriá";-;1;-;1;8;1;-;-;-;-;-;-;11
"150497 Nova Ipixuna";3;16;7;8;-;-;1;-;-;1;-;-;36
"150500 Nova Timboteua";-;-;-;1;1;-;-;-;-;-;-;-;2
"150503 Novo Progresso";71;19;5;5;4;6;4;-;-;1;-;12;127
"150506 Novo Repartimento";9;1;19;10;13;4;-;-;-;-;-;-;56
"150510 Óbidos";1;-;1;-;-;-;-;-;-;-;1;-;3
"150520 Oeiras do Pará";-;1;-;-;-;-;-;-;-;-;-;-;1
"150530 Oriximiná";351;253;20;26;-;1;-;-;-;-;-;6;657
"150540 Ourém";3;5;5;2;1;-;-;-;-;-;-;1;17
"150543 Ourilândia do Norte";50;24;3;2;1;-;2;5;2;-;-;5;94
"150548 Pacajá";211;74;8;5;2;2;-;1;-;-;5;21;329
"150549 Palestina do Pará";3;4;-;1;-;-;-;-;-;-;-;-;8
"150550 Paragominas";1;8;8;10;4;2;-;1;-;1;-;1;36
"150553 Parauapebas";499;329;148;119;43;12;7;14;3;13;25;59;1271
"150555 Pau D'Arco";11;16;8;9;4;-;-;1;-;-;-;1;50
"150563 Piçarra";8;-;1;-;-;-;-;-;-;-;-;2;11
"150565 Placas";-;2;-;-;-;-;1;-;-;-;-;1;4
"150570 Ponta de Pedras";-;-;1;1;-;-;-;-;-;-;-;-;2
"150580 Portel";3;4;1;2;1;-;-;1;-;3;1;-;16
"150600 Prainha";-;-;-;-;-;-;1;-;-;-;-;-;1
"150610 Primavera";-;-;-;1;-;-;-;-;-;-;-;-;1
"150611 Quatipuru";1;1;1;-;-;-;-;-;-;-;-;-;3
"150613 Redenção";206;94;39;37;7;6;2;4;4;-;4;80;483
"150616 Rio Maria";126;54;44;23;4;4;2;-;1;-;-;53;311
"150618 Rondon do Pará";2;2;2;-;-;-;-;-;-;-;-;-;6
"150619 Rurópolis";93;63;37;10;16;5;2;1;-;-;3;19;249
"150620 Salinópolis";5;13;9;9;2;4;6;2;-;1;-;1;52
"150635 Santa Bárbara do Pará";1;-;-;-;-;-;-;-;-;1;3;-;5
"150650 Santa Izabel do Pará";60;25;41;19;4;5;5;-;-;1;-;5;165
"150655 Santa Luzia do Pará";-;-;-;-;1;-;-;-;-;-;-;-;1
"150658 Santa Maria das Barreiras";30;30;15;5;-;4;2;1;-;-;4;4;95
"150660 Santa Maria do Pará";3;3;3;5;-;-;-;-;-;-;-;-;14
"150670 Santana do Araguaia";21;33;5;2;-;-;-;-;-;-;-;3;64
"150680 Santarém";41;309;407;130;47;10;2;4;4;39;14;5;1012
"150690 Santarém Novo";-;-;-;-;-;-;1;-;-;-;-;-;1
"150700 Santo Antônio do Tauá";-;-;7;9;-;-;-;-;-;-;-;-;16
"150710 São Caetano de Odivelas";-;-;-;-;1;-;-;-;-;-;-;-;1
"150715 São Domingos do Araguaia";21;5;3;1;-;1;-;-;-;-;-;2;33
"150720 São Domingos do Capim";-;-;1;-;2;1;-;-;-;-;-;-;4
"150730 São Félix do Xingu";38;20;15;35;24;11;-;-;-;4;5;41;193
"150740 São Francisco do Pará";-;-;-;-;-;-;-;-;17;3;3;1;24
"150745 São Geraldo do Araguaia";99;45;63;42;23;16;3;1;7;14;6;15;334
"150747 São João de Pirabas";1;1;5;-;-;-;1;-;1;-;-;-;9
"150750 São João do Araguaia";4;2;1;1;3;1;-;-;-;-;-;-;12
"150760 São Miguel do Guamá";-;2;30;18;-;-;-;-;-;-;-;1;51
"150770 São Sebastião da Boa Vista";-;-;1;1;-;-;-;-;-;-;-;-;2
"150775 Sapucaia";1;-;1;1;-;-;-;-;-;-;-;-;3
"150790 Soure";-;2;-;-;-;-;-;-;-;-;-;-;2
