DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2014
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150548 Pacajá";-;-;-;1;-;-;-;-;-;-;-;-;1
"172020 São Miguel do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"210005 Açailândia";2;1;2;-;1;1;-;-;2;-;1;-;10
"210030 Aldeias Altas";-;-;-;1;2;-;-;-;-;-;1;4;8
"210047 Alto Alegre do Pindaré";-;-;-;-;-;-;1;-;-;-;-;-;1
"210050 Alto Parnaíba";1;1;6;-;-;-;-;-;-;-;-;-;8
"210060 Amarante do Maranhão";-;-;1;1;4;2;1;-;-;-;-;-;9
"210083 Apicum-Açu";-;-;-;-;2;2;-;7;-;-;-;-;11
"210087 Araguanã";-;-;-;-;1;-;-;-;-;-;-;-;1
"210100 Arari";-;-;1;-;-;-;-;-;-;-;1;-;2
"210120 Bacabal";-;1;-;-;2;-;-;-;-;-;-;-;3
"210125 Bacabeira";1;-;-;-;2;-;-;-;-;-;-;1;4
"210140 Balsas";-;-;-;-;1;-;-;-;-;-;-;-;1
"210150 Barão de Grajaú";-;-;1;-;1;-;-;-;-;-;-;-;2
"210160 Barra do Corda";2;3;6;7;10;6;4;1;7;-;10;3;59
"210190 Bequimão";-;-;1;-;-;-;-;-;-;-;-;-;1
"210200 Bom Jardim";-;-;-;2;1;1;-;-;-;-;-;-;4
"210203 Bom Jesus das Selvas";-;2;18;4;-;-;-;-;-;-;-;-;24
"210210 Brejo";-;1;-;-;-;-;-;-;-;1;-;-;2
"210232 Buriticupu";-;3;-;1;3;1;-;-;-;-;-;-;8
"210255 Campestre do Maranhão";1;2;-;-;-;-;-;-;-;-;-;-;3
"210270 Cantanhede";1;1;-;-;1;-;-;-;-;-;-;-;3
"210275 Capinzal do Norte";-;-;-;-;-;1;-;-;-;-;-;-;1
"210280 Carolina";5;-;8;11;4;-;-;1;-;1;1;1;32
"210300 Caxias";2;8;12;16;14;13;7;2;1;1;2;7;85
"210325 Cidelândia";3;1;2;1;3;-;-;-;-;-;-;-;10
"210330 Codó";-;-;1;1;-;-;-;-;-;-;-;-;2
"210340 Coelho Neto";-;-;-;3;2;-;-;-;2;1;-;-;8
"210350 Colinas";-;1;-;-;-;-;-;-;-;1;-;-;2
"210360 Coroatá";-;2;-;-;-;-;-;-;-;-;-;-;2
"210370 Cururupu";-;2;2;5;4;2;4;-;-;-;-;-;19
"210375 Davinópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"210380 Dom Pedro";-;1;-;-;-;-;-;-;-;-;-;-;1
"210390 Duque Bacelar";-;-;-;1;-;1;-;-;-;-;-;-;2
"210400 Esperantinópolis";-;-;-;-;-;-;-;1;-;-;-;-;1
"210405 Estreito";-;2;2;2;2;-;-;-;-;-;-;-;8
"210409 Formosa da Serra Negra";-;1;2;-;1;-;-;-;-;-;-;-;4
"210455 Governador Edison Lobão";2;2;2;1;7;2;-;-;-;-;-;-;16
"210460 Governador Eugênio Barros";-;1;-;-;-;-;-;-;-;-;-;-;1
"210465 Governador Newton Bello";-;1;1;1;1;-;-;-;-;-;-;-;4
"210480 Grajaú";-;-;1;2;1;-;-;-;-;-;-;-;4
"210530 Imperatriz";4;11;18;26;15;4;3;3;-;2;6;1;93
"210535 Itaipava do Grajaú";-;-;8;-;-;-;-;-;-;-;-;-;8
"210542 Itinga do Maranhão";-;3;11;2;-;-;-;-;-;-;-;-;16
"210570 Lago da Pedra";-;1;1;1;6;2;-;-;1;-;-;-;12
"210594 Lago dos Rodrigues";-;-;-;-;-;-;-;-;-;1;-;-;1
"210590 Lago Verde";3;10;1;-;-;-;-;-;-;-;-;-;14
"210598 Lajeado Novo";-;1;1;3;1;-;-;-;-;-;-;-;6
"210650 Matinha";-;-;-;-;1;-;-;-;-;-;1;-;2
"210670 Mirador";-;-;-;-;1;-;-;-;-;-;-;-;1
