DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2015
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110004 Cacoal";-;-;1;-;-;-;-;-;-;-;-;-;1
"110007 Corumbiara";-;-;-;-;-;1;-;-;-;-;-;-;1
"110030 Vilhena";1;-;-;-;-;-;-;-;-;-;-;-;1
"150170 Bragança";-;-;-;-;-;1;-;-;-;-;-;-;1
"150503 Novo Progresso";-;-;1;-;-;-;-;-;-;-;-;-;1
"150680 Santarém";-;-;1;-;-;-;-;-;-;-;-;-;1
"150805 Trairão";-;-;-;1;-;-;-;-;-;-;-;-;1
"240810 Natal";-;-;-;-;1;-;-;-;-;-;-;-;1
"292400 Paulo Afonso";-;-;-;1;-;-;-;-;-;-;-;-;1
"317020 Uberlândia";-;-;-;-;1;-;-;-;-;-;-;-;1
"352044 Ilha Solteira";1;-;-;-;-;-;-;-;-;-;-;-;1
"352900 Marília";-;2;-;-;-;-;-;-;-;-;-;-;2
"410070 Alto Piquiri";-;-;-;-;-;-;1;-;-;-;-;-;1
"420320 Camboriú";-;1;-;-;-;-;-;-;-;-;-;-;1
"431350 Osório";-;-;-;-;-;1;-;-;-;-;-;-;1
"500025 Alcinópolis";-;-;-;-;-;-;1;-;-;-;-;-;1
"500270 Campo Grande";-;-;-;2;1;-;-;-;-;-;-;1;4
"500290 Cassilândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"500295 Chapadão do Sul";-;-;-;-;-;-;1;1;-;-;-;-;2
"500370 Dourados";-;-;1;-;-;-;-;-;-;-;-;-;1
"500430 Iguatemi";-;1;-;-;-;-;-;-;-;-;-;-;1
"510020 Água Boa";2;-;14;6;12;3;-;1;1;-;-;-;39
"510025 Alta Floresta";15;18;43;45;98;53;22;3;7;4;93;320;721
"510030 Alto Araguaia";2;2;9;48;40;12;1;-;-;-;1;1;116
"510040 Alto Garças";1;-;2;1;1;1;-;-;-;-;-;-;6
"510050 Alto Paraguai";-;-;-;-;-;-;-;-;-;-;1;-;1
"510060 Alto Taquari";6;10;18;24;44;4;1;-;-;-;-;-;107
"510100 Araguaiana";1;-;1;-;-;-;-;-;-;-;-;-;2
"510120 Araguainha";-;2;-;-;2;-;-;-;-;-;-;-;4
"510125 Araputanga";-;3;5;9;8;9;4;6;-;15;17;17;93
"510130 Arenápolis";2;-;1;1;-;-;-;-;-;-;1;4;9
"510140 Aripuanã";2;-;10;35;36;2;8;1;6;33;37;28;198
"510170 Barra do Bugres";-;-;1;5;7;1;-;-;-;-;-;2;16
"510180 Barra do Garças";2;6;9;10;11;4;5;2;2;4;12;36;103
"510185 Bom Jesus do Araguaia";-;-;-;-;-;-;-;-;-;1;-;17;18
"510190 Brasnorte";1;1;2;-;7;3;4;5;-;2;11;24;60
"510250 Cáceres";-;-;12;8;5;6;1;9;5;6;11;1;64
"510260 Campinápolis";-;1;-;2;1;1;-;-;1;13;3;4;26
"510263 Campo Novo do Parecis";-;4;28;215;281;193;55;18;4;5;10;18;831
"510267 Campo Verde";4;6;19;40;86;50;25;9;3;10;40;49;341
"510268 Campos de Júlio";1;1;1;3;2;-;-;-;-;1;6;11;26
"510269 Canabrava do Norte";-;-;1;2;-;-;-;-;1;-;-;-;4
"510270 Canarana";1;-;22;36;55;66;26;21;5;-;10;26;268
"510279 Carlinda";4;1;5;12;7;-;-;-;-;-;-;2;31
"510285 Castanheira";6;12;9;5;2;-;-;-;1;-;-;2;37
"510300 Chapada dos Guimarães";-;-;1;1;3;1;1;-;4;-;12;8;31
"510305 Cláudia";1;2;3;7;8;1;-;1;-;2;23;12;60
"510310 Cocalinho";1;1;30;87;38;6;5;1;-;-;-;-;169
"510320 Colíder";2;9;4;6;12;4;2;5;2;5;7;5;63
