DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2011
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110012 Ji-Paraná";-;1;-;-;-;-;-;-;-;-;-;-;1
"110020 Porto Velho";1;-;-;-;-;-;-;-;-;-;-;-;1
"150060 Altamira";1;-;-;-;-;-;-;-;-;-;-;1;2
"150503 Novo Progresso";1;-;-;-;-;-;-;-;-;-;-;-;1
"150618 Rondon do Pará";-;-;-;-;1;-;-;-;-;-;-;-;1
"210990 Santa Inês";-;-;1;-;-;-;-;-;-;-;-;-;1
"292740 Salvador";1;-;-;-;-;-;-;-;-;-;-;-;1
"317010 Uberaba";1;-;-;-;-;-;-;-;-;-;-;-;1
"353440 Osasco";-;-;-;-;-;-;-;-;-;1;-;-;1
"500630 Paranaíba";1;-;-;-;-;-;-;-;-;-;-;-;1
"510010 Acorizal";-;-;1;-;-;-;1;-;-;-;-;-;2
"510020 Água Boa";2;1;7;1;-;-;-;-;-;-;1;-;12
"510025 Alta Floresta";22;15;5;-;3;3;-;3;-;1;4;3;59
"510030 Alto Araguaia";-;1;-;-;-;-;-;-;-;-;-;-;1
"510040 Alto Garças";1;-;-;-;-;-;-;-;-;-;-;-;1
"510050 Alto Paraguai";9;-;1;-;-;-;-;-;-;-;-;1;11
"510100 Araguaiana";3;11;6;1;-;-;-;-;-;-;-;-;21
"510125 Araputanga";21;-;2;1;-;-;-;-;-;1;-;2;27
"510130 Arenápolis";2;2;1;4;-;-;-;-;-;-;-;-;9
"510140 Aripuanã";1;4;4;-;-;2;-;5;6;19;91;21;153
"510160 Barão de Melgaço";-;1;6;1;-;-;-;-;-;-;-;-;8
"510170 Barra do Bugres";15;1;5;-;1;-;-;1;-;-;-;-;23
"510180 Barra do Garças";56;27;31;20;3;5;1;7;6;24;27;19;226
"510190 Brasnorte";6;8;1;1;-;-;-;-;-;-;-;-;16
"510250 Cáceres";1;-;1;2;1;-;-;1;-;-;1;-;7
"510260 Campinápolis";2;-;-;-;-;-;-;-;-;-;-;-;2
"510263 Campo Novo do Parecis";2;2;1;2;4;-;-;-;-;-;-;1;12
"510267 Campo Verde";14;2;7;4;1;-;-;-;-;1;2;-;31
"510268 Campos de Júlio";-;-;1;3;1;1;1;1;-;-;-;-;8
"510270 Canarana";9;6;4;-;3;-;-;-;-;1;-;1;24
"510285 Castanheira";-;-;-;-;-;1;1;-;-;-;-;-;2
"510300 Chapada dos Guimarães";4;1;1;2;-;-;-;-;-;-;-;-;8
"510305 Cláudia";1;3;-;2;8;2;2;-;2;-;-;-;20
"510320 Colíder";11;5;10;3;1;3;13;12;3;12;1;2;76
"510325 Colniza";-;-;-;-;1;3;6;-;1;6;2;-;19
"510330 Comodoro";3;4;4;4;8;2;-;2;6;6;8;1;48
"510335 Confresa";1;-;1;3;1;-;-;-;-;-;-;-;6
"510336 Conquista D'Oeste";1;-;-;-;-;-;-;-;-;-;-;-;1
"510337 Cotriguaçu";-;-;-;-;-;1;-;-;-;-;1;-;2
"510340 Cuiabá";163;160;81;127;44;30;17;13;16;26;18;27;722
"510350 Diamantino";12;-;8;2;1;2;-;1;2;2;-;3;33
"510360 Dom Aquino";1;-;-;-;-;-;-;-;-;-;-;-;1
"510370 Feliz Natal";-;1;-;-;-;-;-;-;-;1;-;-;2
"510380 Figueirópolis D'Oeste";1;-;-;-;-;-;-;-;-;-;-;-;1
"510390 General Carneiro";33;14;7;-;-;-;-;-;-;-;-;8;62
"510395 Glória D'Oeste";-;-;-;-;-;-;-;-;-;-;1;-;1
"510410 Guarantã do Norte";28;16;7;2;1;-;4;5;11;4;1;5;84
"510420 Guiratinga";2;2;1;-;-;-;-;-;-;-;-;-;5
"510452 Ipiranga do Norte";-;-;-;-;-;1;2;-;-;-;-;-;3
"510454 Itanhangá";-;-;2;4;3;5;2;-;-;-;-;-;16
"510455 Itaúba";2;-;1;-;-;-;-;-;1;-;1;1;6
"510460 Itiquira";1;-;-;-;-;-;-;-;-;-;-;-;1
"510480 Jaciara";1;2;1;-;-;-;-;-;-;-;-;1;5
"510490 Jangada";-;-;-;-;6;-;-;-;-;-;-;-;6
"510500 Jauru";37;9;2;1;6;3;6;3;2;3;3;4;79
"510510 Juara";11;7;18;8;8;2;3;11;8;12;69;18;175
"510515 Juína";31;3;2;-;-;-;-;-;1;1;4;3;45
"510517 Juruena";2;1;-;-;-;-;-;1;-;-;-;2;6
"510520 Juscimeira";-;-;-;1;-;-;-;-;-;2;1;-;4
"510525 Lucas do Rio Verde";10;7;9;-;5;3;4;1;-;1;3;-;43
"510558 Marcelândia";-;2;-;-;-;-;-;-;-;-;-;1;3
"510560 Matupá";10;10;6;2;1;-;1;-;-;-;-;2;32
"510562 Mirassol d'Oeste";3;-;1;-;-;2;-;-;-;-;-;1;7
"510590 Nobres";-;2;1;1;1;-;1;-;-;-;-;-;6
"510600 Nortelândia";2;-;1;3;1;1;-;-;-;-;-;-;8
"510610 Nossa Senhora do Livramento";1;-;-;1;-;-;-;-;-;-;-;-;2
"510615 Nova Bandeirantes";9;3;4;-;1;2;-;1;1;5;1;1;28
"510620 Nova Brasilândia";55;23;9;7;-;-;-;1;1;-;-;1;97
"510621 Nova Canaã do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"510880 Nova Guarita";-;-;-;-;-;-;-;-;-;1;-;-;1
"510618 Nova Lacerda";-;-;-;1;-;-;-;-;-;1;-;-;2
"510622 Nova Mutum";4;1;-;-;-;-;2;-;1;1;-;-;9
