DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2012
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"130014 Apuí";1;-;-;-;-;-;-;-;-;-;-;-;1
"130260 Manaus";-;-;1;-;-;-;-;-;-;-;-;-;1
"150010 Abaetetuba";8;18;16;8;4;-;1;1;-;2;2;-;60
"150013 Abel Figueiredo";6;6;-;-;-;4;-;-;-;1;-;-;17
"150030 Afuá";-;-;-;-;-;-;-;1;-;-;-;-;1
"150034 Água Azul do Norte";-;-;-;-;-;2;-;2;-;-;-;-;4
"150050 Almeirim";-;-;-;1;-;-;-;-;-;-;-;-;1
"150060 Altamira";89;159;357;98;57;46;18;21;29;19;32;33;958
"150080 Ananindeua";1;4;1;2;1;-;1;1;-;-;-;1;12
"150085 Anapu";-;5;16;4;-;-;1;-;-;-;-;-;26
"150090 Augusto Corrêa";-;1;1;1;7;4;4;2;-;-;-;-;20
"150095 Aurora do Pará";-;2;5;1;3;-;-;-;-;-;-;-;11
"150100 Aveiro";-;-;-;-;-;-;-;-;-;1;-;-;1
"150110 Bagre";-;-;-;-;-;-;1;20;2;-;-;-;23
"150120 Baião";1;2;1;3;3;-;1;2;-;-;-;-;13
"150125 Bannach";1;-;-;-;-;-;-;-;-;-;-;-;1
"150130 Barcarena";15;14;13;6;6;11;10;6;2;4;3;7;97
"150140 Belém";94;135;138;90;67;31;29;27;17;19;14;21;682
"150145 Belterra";-;1;1;7;3;1;-;1;1;-;-;-;15
"150150 Benevides";1;3;8;1;1;1;3;2;1;2;-;-;23
"150157 Bom Jesus do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"150160 Bonito";-;-;-;-;-;1;-;-;-;-;-;-;1
"150170 Bragança";1;6;7;12;10;11;12;10;3;1;-;1;74
"150172 Brasil Novo";21;26;26;17;25;-;-;-;-;-;-;1;116
"150175 Brejo Grande do Araguaia";6;4;-;-;-;-;-;-;-;-;-;-;10
"150178 Breu Branco";7;18;34;55;15;-;-;-;-;-;-;-;129
"150180 Breves";-;-;1;-;-;-;-;-;-;-;-;-;1
"150190 Bujaru";-;-;3;3;-;-;1;-;-;-;-;-;7
"150195 Cachoeira do Piriá";-;2;-;-;3;-;3;-;-;-;-;-;8
"150210 Cametá";36;66;54;10;9;6;7;9;15;1;1;3;217
"150215 Canaã dos Carajás";19;51;9;4;3;-;-;-;1;-;-;-;87
"150220 Capanema";25;14;11;2;-;-;1;-;-;-;-;1;54
"150230 Capitão Poço";1;-;2;1;-;1;5;1;-;-;-;-;11
"150240 Castanhal";50;35;39;49;35;20;12;14;4;6;2;5;271
"150260 Colares";-;1;-;-;-;-;-;2;-;-;-;-;3
