DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2011
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"130260 Manaus";3;1;-;1;-;-;-;-;-;-;-;-;5
"130300 Nhamundá";-;2;-;-;-;-;-;-;-;-;-;-;2
"150010 Abaetetuba";78;42;20;9;-;-;-;-;1;-;2;9;161
"150013 Abel Figueiredo";2;-;-;2;1;1;-;-;3;1;5;9;24
"150020 Acará";-;-;-;1;-;-;-;-;-;-;1;-;2
"150030 Afuá";-;1;-;-;-;-;-;-;-;-;-;-;1
"150034 Água Azul do Norte";3;6;6;-;1;-;-;-;-;2;4;-;22
"150040 Alenquer";-;1;-;1;2;-;-;-;-;-;-;-;4
"150060 Altamira";296;363;249;123;83;30;28;29;38;25;13;12;1289
"150080 Ananindeua";11;2;2;4;2;1;2;1;2;-;-;2;29
"150085 Anapu";-;1;-;2;-;1;-;-;-;-;-;-;4
"150090 Augusto Corrêa";1;3;2;-;-;-;-;-;-;1;-;-;7
"150095 Aurora do Pará";-;2;11;3;-;-;-;-;-;1;-;-;17
"150100 Aveiro";-;1;-;-;-;-;-;-;-;-;-;-;1
"150120 Baião";-;-;3;1;-;1;-;-;-;-;-;-;5
"150125 Bannach";2;2;3;-;1;-;-;-;-;-;-;-;8
"150130 Barcarena";23;21;9;7;1;3;-;-;7;14;3;3;91
"150140 Belém";117;83;85;43;16;9;15;11;19;35;37;25;495
"150145 Belterra";22;8;12;12;1;-;-;-;-;-;-;2;57
"150150 Benevides";-;1;1;-;-;1;1;-;-;-;-;1;5
"150157 Bom Jesus do Tocantins";1;-;-;-;-;-;-;1;-;-;-;-;2
"150170 Bragança";16;24;11;5;-;1;1;7;2;1;2;1;71
"150172 Brasil Novo";2;4;-;-;-;-;-;-;1;1;-;-;8
"150175 Brejo Grande do Araguaia";4;1;1;-;-;-;-;-;-;-;-;-;6
"150178 Breu Branco";5;15;27;17;-;1;-;1;4;-;-;2;72
"150180 Breves";-;1;1;-;-;-;-;-;-;-;-;-;2
"150190 Bujaru";1;-;2;-;-;-;-;-;-;-;-;-;3
"150195 Cachoeira do Piriá";-;-;3;3;-;-;-;-;-;-;-;-;6
"150210 Cametá";41;38;9;3;5;1;-;21;5;2;1;11;137
"150215 Canaã dos Carajás";1;1;-;-;-;-;-;-;-;-;-;-;2
"150220 Capanema";1;2;2;-;-;-;-;-;1;-;-;-;6
"150230 Capitão Poço";-;-;1;1;-;-;-;1;-;-;-;-;3
"150240 Castanhal";37;18;13;11;10;3;5;2;6;9;8;4;126
"150270 Conceição do Araguaia";3;2;1;-;-;2;-;1;-;-;-;-;9
"150276 Cumaru do Norte";-;1;-;-;-;-;-;-;-;-;-;-;1
"150277 Curionópolis";1;-;26;5;6;-;-;1;-;-;-;-;39
"150285 Curuá";-;-;-;1;-;-;-;-;-;-;-;-;1
"150290 Curuçá";2;-;-;-;-;-;-;-;-;-;-;-;2
