DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2019
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110030 Vilhena";-;-;-;1;-;-;-;-;-;-;-;-;1
"150060 Altamira";-;-;-;1;-;-;-;-;-;-;-;-;1
"210160 Barra do Corda";1;-;-;-;-;-;-;-;-;-;-;-;1
"210990 Santa Inês";1;-;-;-;-;-;-;-;-;-;-;-;1
"310350 Araguari";-;-;1;-;-;-;-;-;-;-;-;-;1
"350550 Barretos";-;-;-;2;-;-;-;-;-;-;-;-;2
"355030 São Paulo";1;-;-;1;-;-;-;-;-;-;-;-;2
"410860 Goioerê";-;-;-;-;-;-;1;-;-;-;-;-;1
"500100 Aparecida do Taboado";-;-;-;-;1;-;-;-;-;-;-;-;1
"500270 Campo Grande";1;2;1;-;-;1;-;-;-;-;-;-;5
"500325 Costa Rica";-;1;1;-;-;-;-;-;-;-;-;-;2
"500370 Dourados";-;1;-;-;-;1;-;-;-;-;1;-;3
"510020 Água Boa";3;7;27;19;11;11;2;1;-;1;2;-;84
"510025 Alta Floresta";10;4;12;9;16;13;4;4;7;19;18;9;125
"510030 Alto Araguaia";22;40;43;50;17;12;1;-;1;1;-;2;189
"510035 Alto Boa Vista";2;1;2;-;-;1;-;-;-;-;-;-;6
"510040 Alto Garças";-;-;1;1;2;3;-;-;-;-;-;1;8
"510060 Alto Taquari";7;13;29;28;29;14;14;8;8;1;1;-;152
"510100 Araguaiana";1;2;4;13;12;6;2;1;1;2;5;2;51
"510120 Araguainha";-;2;24;6;1;-;-;-;-;-;-;-;33
"510125 Araputanga";-;2;1;-;-;1;-;1;-;1;1;2;9
"510130 Arenápolis";2;-;-;3;2;2;1;-;-;-;-;3;13
"510140 Aripuanã";2;-;7;7;8;2;5;-;1;-;2;11;45
"510160 Barão de Melgaço";-;-;-;1;-;1;-;-;-;-;1;-;3
"510170 Barra do Bugres";-;2;1;4;-;5;-;1;2;5;10;18;48
"510180 Barra do Garças";7;1;3;1;2;4;3;1;5;1;-;1;29
"510185 Bom Jesus do Araguaia";33;9;21;3;16;-;-;-;-;1;-;6;89
"510190 Brasnorte";1;1;1;-;-;1;1;-;-;-;-;-;5
"510250 Cáceres";1;-;-;-;1;2;-;1;1;1;4;18;29
"510260 Campinápolis";-;1;1;1;2;5;5;-;-;4;2;20;41
"510263 Campo Novo do Parecis";1;-;1;2;2;3;-;-;-;-;-;11;20
"510267 Campo Verde";5;8;10;10;33;8;4;2;1;-;-;3;84
"510268 Campos de Júlio";-;1;5;2;-;1;-;-;-;1;9;23;42
"510269 Canabrava do Norte";36;8;10;2;4;-;-;-;-;-;-;4;64
"510270 Canarana";27;26;41;32;63;21;4;3;1;2;3;3;226
"510279 Carlinda";-;-;1;1;-;-;-;1;-;-;1;-;4
"510300 Chapada dos Guimarães";-;-;-;-;1;1;-;-;-;-;-;-;2
"510305 Cláudia";5;3;11;19;22;28;14;4;7;2;-;-;115
"510310 Cocalinho";41;51;103;117;18;1;1;-;-;-;-;2;334
"510320 Colíder";3;6;2;4;4;8;3;8;3;2;4;1;48
"510325 Colniza";6;7;12;8;16;5;5;9;11;38;177;172;466
"510330 Comodoro";-;-;6;5;3;-;1;-;-;2;15;91;123
"510335 Confresa";164;163;100;37;49;13;3;1;1;4;13;17;565
"510337 Cotriguaçu";-;1;-;-;-;-;-;-;-;1;19;17;38
"510340 Cuiabá";60;37;47;85;77;34;20;15;8;18;21;21;443
"510345 Denise";-;-;-;-;-;-;1;-;1;-;-;-;2
"510350 Diamantino";1;2;6;12;10;4;5;1;1;-;2;2;46
"510360 Dom Aquino";-;-;-;1;1;1;-;-;-;-;-;-;3
"510370 Feliz Natal";2;3;1;1;3;-;-;-;-;-;-;-;10
"510385 Gaúcha do Norte";-;1;3;3;6;1;2;1;-;-;-;-;17
"510390 General Carneiro";8;1;1;-;1;9;2;-;-;-;-;-;22
"510395 Glória D'Oeste";-;-;-;-;-;-;-;-;1;-;-;-;1
"510410 Guarantã do Norte";-;7;14;47;141;97;23;5;-;1;8;3;346
"510420 Guiratinga";-;-;2;-;-;-;-;1;-;-;-;-;3
"510450 Indiavaí";-;-;-;-;-;-;-;-;-;1;-;-;1
"510452 Ipiranga do Norte";-;-;-;1;-;-;2;2;2;3;8;31;49
"510454 Itanhangá";-;-;1;4;1;-;-;-;-;-;-;-;6
"510455 Itaúba";3;2;-;-;1;-;1;3;4;2;-;-;16
"510460 Itiquira";1;5;4;38;29;2;4;1;-;-;3;7;94
"510480 Jaciara";1;1;1;5;2;7;1;1;4;1;2;1;27
"510490 Jangada";-;-;-;-;-;2;1;-;-;-;1;-;4
"510510 Juara";3;-;2;2;2;3;-;2;2;2;6;19;43
"510515 Juína";3;1;-;3;-;-;1;-;-;-;1;2;11
"510520 Juscimeira";-;-;-;-;1;-;-;-;-;-;-;1;2
"510523 Lambari D'Oeste";-;1;-;-;-;-;-;-;-;-;3;2;6
"510525 Lucas do Rio Verde";4;10;16;31;43;52;16;8;5;8;13;12;218
"510558 Marcelândia";-;-;-;1;1;2;-;1;-;2;-;-;7
"510560 Matupá";5;4;11;15;9;3;1;2;2;3;1;2;58
"510562 Mirassol d'Oeste";1;-;10;6;5;-;2;1;-;1;2;-;28
"510590 Nobres";-;-;1;8;3;1;-;-;-;-;-;-;13
"510600 Nortelândia";-;-;1;1;2;5;-;-;-;1;3;-;13
"510610 Nossa Senhora do Livramento";-;-;1;-;1;-;-;-;-;-;-;-;2
"510621 Nova Canaã do Norte";2;3;2;37;2;1;4;1;1;-;2;1;56
"510880 Nova Guarita";-;-;-;-;-;-;-;1;-;-;-;-;1
"510618 Nova Lacerda";-;-;-;-;-;-;-;1;-;1;-;-;2
"510890 Nova Maringá";-;1;-;-;-;-;1;-;-;-;17;2;21
"510895 Nova Monte Verde";-;1;-;-;-;-;-;-;-;-;1;4;6
"510622 Nova Mutum";2;2;3;4;2;1;7;1;-;-;1;2;25
"510623 Nova Olímpia";-;-;-;2;4;-;1;-;-;1;-;-;8
"510619 Nova Santa Helena";2;1;-;-;3;-;-;-;-;-;-;-;6
"510624 Nova Ubiratã";-;-;-;-;-;-;1;-;3;-;-;-;4
"510625 Nova Xavantina";9;14;10;27;53;21;6;3;1;-;1;-;145
"510627 Novo Horizonte do Norte";-;-;-;1;-;-;-;-;-;-;-;-;1
"510626 Novo Mundo";-;1;1;1;-;-;-;-;-;-;1;-;4
"510631 Novo Santo Antônio";-;-;-;-;1;-;-;-;-;-;-;-;1
"510628 Novo São Joaquim";1;-;1;1;2;5;2;3;-;-;-;3;18
"510629 Paranaíta";2;3;4;8;-;1;2;2;-;5;5;5;37
"510630 Paranatinga";1;5;-;5;1;5;3;-;1;1;1;1;24
"510637 Pedra Preta";1;1;-;-;3;-;-;-;2;-;2;5;14
"510642 Peixoto de Azevedo";1;-;-;4;4;2;1;2;1;3;1;2;21
"510645 Planalto da Serra";-;-;1;2;13;2;-;-;1;-;1;1;21
"510650 Poconé";-;-;1;-;-;-;-;-;-;-;-;-;1
"510665 Pontal do Araguaia";5;2;1;15;13;2;1;-;-;-;-;1;40
"510670 Ponte Branca";-;-;-;-;1;-;-;-;-;-;-;-;1
"510675 Pontes e Lacerda";1;3;4;21;3;1;4;3;-;-;-;-;40
"510677 Porto Alegre do Norte";13;38;57;24;13;-;1;-;-;-;-;-;146
"510680 Porto dos Gaúchos";-;6;5;2;-;-;-;-;-;-;-;-;13
"510682 Porto Esperidião";-;-;-;-;-;-;-;-;1;-;-;-;1
"510685 Porto Estrela";-;1;-;1;-;-;-;-;-;-;-;1;3
"510700 Poxoréo";7;4;2;6;3;1;-;-;-;-;1;5;29
"510704 Primavera do Leste";1;2;3;39;83;15;27;8;1;3;4;10;196
"510706 Querência";2;2;1;1;22;14;1;1;1;-;1;2;48
"510715 Reserva do Cabaçal";-;-;-;-;2;-;1;-;-;-;-;-;3
"510718 Ribeirão Cascalheira";5;14;10;8;27;1;1;-;-;-;-;1;67
"510719 Ribeirãozinho";4;7;2;2;16;1;-;-;-;-;1;1;34
"510720 Rio Branco";-;6;-;-;-;2;-;-;1;4;33;10;56
"510760 Rondonópolis";-;4;11;28;58;77;20;10;12;10;12;31;273
"510775 Salto do Céu";-;-;-;-;-;-;-;-;4;1;7;1;13
"510724 Santa Carmem";-;-;-;-;-;1;2;-;-;-;-;-;3
"510774 Santa Cruz do Xingu";11;-;-;-;-;-;-;-;-;-;-;-;11
"510726 Santo Afonso";1;-;-;-;-;-;-;1;1;-;-;-;3
"510779 Santo Antônio do Leste";-;-;-;-;2;3;1;-;-;-;-;-;6
"510785 São Félix do Araguaia";6;1;1;2;-;-;-;-;-;-;-;-;10
"510729 São José do Povo";2;-;-;-;2;-;-;2;5;9;6;5;31
"510735 São José do Xingu";-;-;7;43;55;1;-;-;1;-;-;4;111
"510710 São José dos Quatro Marcos";-;-;3;1;1;-;1;1;-;1;-;-;8
"510787 Sapezal";-;-;7;18;15;20;6;-;-;-;-;-;66
"510790 Sinop";43;47;59;75;150;125;62;54;35;35;110;318;1113
"510792 Sorriso";3;3;28;37;33;22;11;5;3;5;4;10;164
"510794 Tabaporã";-;-;-;-;7;-;2;-;3;3;8;8;31
"510795 Tangará da Serra";8;4;6;17;84;62;35;9;8;10;16;19;278
"510800 Tapurah";-;-;-;2;1;-;1;7;2;2;14;13;42
"510805 Terra Nova do Norte";-;1;-;1;1;1;-;-;-;-;-;-;4
"510810 Tesouro";-;1;-;-;-;-;-;-;-;-;-;-;1
"510820 Torixoréu";2;8;4;2;24;20;4;22;8;10;20;22;146
"510830 União do Sul";-;-;-;-;8;8;5;2;-;-;2;-;25
"510835 Vale de São Domingos";-;-;-;1;3;1;-;-;-;1;-;-;6
"510840 Várzea Grande";22;11;19;14;26;12;10;5;3;8;3;9;142
"510850 Vera";2;7;3;18;22;13;1;4;1;-;1;1;73
"510550 Vila Bela da Santíssima Trindade";1;2;2;3;5;2;-;-;-;-;-;-;15
"510860 Vila Rica";-;1;-;-;-;-;-;-;-;-;-;-;1
"520250 Aruanã";1;-;-;-;-;-;-;-;-;-;-;-;1
"520450 Caldas Novas";-;-;-;-;-;-;-;-;-;1;-;-;1
