DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Amazonas
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2015
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"120020 Cruzeiro do Sul";-;-;-;4;-;1;-;-;-;-;1;-;6
"130002 Alvarães";-;-;-;-;-;-;8;-;-;-;-;-;8
"130014 Apuí";-;1;1;-;-;-;-;-;-;-;-;-;2
"130040 Barcelos";-;-;1;-;3;-;-;-;-;-;-;-;4
"130060 Benjamin Constant";-;-;-;-;-;-;-;-;-;-;-;1;1
"130063 Beruri";-;-;-;-;-;1;-;-;-;-;-;-;1
"130080 Borba";1;-;1;-;-;2;-;-;-;-;-;-;4
"130110 Careiro";-;-;-;1;1;-;-;-;-;-;-;-;2
"130115 Careiro da Várzea";1;-;-;-;-;-;-;-;-;-;-;-;1
"130150 Envira";1;-;-;-;-;-;-;-;-;-;-;-;1
"130160 Fonte Boa";1;-;-;-;-;-;-;-;-;-;-;-;1
"130165 Guajará";63;44;23;27;14;5;5;9;6;9;2;10;217
"130170 Humaitá";-;3;1;-;-;1;1;-;-;-;-;2;8
"130180 Ipixuna";-;-;-;-;1;-;-;-;-;-;-;-;1
"130185 Iranduba";-;-;-;-;-;-;-;1;1;-;-;-;2
"130190 Itacoatiara";17;28;32;26;8;6;3;1;1;1;-;1;124
"130240 Lábrea";-;2;1;-;-;-;-;1;-;-;-;-;4
"130250 Manacapuru";4;-;1;-;3;-;1;-;-;1;-;1;11
"130260 Manaus";67;95;152;99;81;64;82;64;67;28;12;34;845
"130270 Manicoré";-;-;-;-;-;-;-;-;-;-;-;1;1
"130280 Maraã";-;-;-;-;-;-;1;-;-;-;-;-;1
"130290 Maués";-;-;1;-;-;-;5;9;32;53;18;38;156
"130330 Novo Aripuanã";21;39;14;4;1;-;-;-;1;-;2;11;93
"130340 Parintins";1;13;154;206;74;33;17;21;3;-;1;-;523
"130353 Presidente Figueiredo";-;-;-;-;-;2;-;3;6;-;-;-;11
"130380 São Gabriel da Cachoeira";-;-;-;1;1;6;-;-;-;-;-;-;8
"130390 São Paulo de Olivença";-;3;-;-;-;-;-;-;-;-;-;-;3
"130395 São Sebastião do Uatumã";-;-;1;-;-;-;-;-;-;-;-;-;1
"130400 Silves";-;-;-;1;-;-;-;-;-;-;-;-;1
"130406 Tabatinga";96;37;23;-;1;-;-;1;1;-;7;14;180
"130410 Tapauá";-;2;-;3;6;12;22;8;6;9;23;8;99
"130420 Tefé";6;9;13;17;12;10;4;-;-;-;-;-;71
"510340 Cuiabá";1;-;-;-;-;-;-;-;-;-;-;-;1
"510675 Pontes e Lacerda";-;-;-;-;-;-;-;-;-;-;-;1;1
"000000 Ignorado ou exterior";174;204;187;128;165;118;75;62;57;63;69;231;1533
"Total";454;480;606;517;371;261;224;180;181;164;135;353;3926
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
