DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2018
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150553 Parauapebas";-;-;-;1;-;-;-;-;-;-;-;-;1
"210020 Alcântara";1;-;-;1;1;-;-;-;-;-;-;-;3
"210030 Aldeias Altas";-;-;-;6;2;-;-;-;-;-;-;-;8
"210047 Alto Alegre do Pindaré";9;3;1;4;-;3;1;4;1;-;-;-;26
"210050 Alto Parnaíba";1;1;3;2;10;1;-;1;-;-;-;1;20
"210060 Amarante do Maranhão";-;-;-;-;1;-;-;-;-;-;-;-;1
"210070 Anajatuba";-;-;-;-;-;-;-;-;1;-;1;-;2
"210080 Anapurus";-;-;1;31;8;-;-;-;-;-;-;-;40
"210100 Arari";-;1;-;1;-;-;-;-;-;-;-;-;2
"210120 Bacabal";1;-;-;-;-;-;-;-;-;-;-;-;1
"210125 Bacabeira";-;-;1;-;-;-;-;-;-;-;-;-;1
"210130 Bacuri";-;-;-;-;-;-;-;-;-;1;-;-;1
"210140 Balsas";-;-;-;3;-;-;-;-;-;-;1;-;4
"210160 Barra do Corda";-;-;-;1;3;11;16;16;26;35;16;-;124
"210190 Bequimão";-;-;-;-;-;-;-;1;-;-;-;-;1
"210197 Boa Vista do Gurupi";-;-;-;1;-;-;-;-;-;-;-;-;1
"210200 Bom Jardim";-;-;-;-;-;-;-;-;-;1;-;-;1
"210210 Brejo";-;-;-;2;2;-;-;-;-;-;-;-;4
"210220 Buriti";1;-;-;-;-;-;-;-;-;-;-;-;1
"210232 Buriticupu";2;1;-;-;-;-;-;-;-;-;-;-;3
"210235 Buritirana";-;-;-;-;1;-;-;-;-;-;-;-;1
"210255 Campestre do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;1
"210275 Capinzal do Norte";-;-;-;-;-;-;-;-;-;1;-;-;1
"210280 Carolina";-;-;1;3;-;-;-;-;-;-;1;-;5
"210290 Carutapera";-;-;-;-;-;-;-;-;-;-;-;1;1
"210300 Caxias";-;1;2;14;114;42;1;1;3;2;-;2;182
"210320 Chapadinha";1;-;-;15;-;-;-;-;-;-;-;-;16
"210360 Coroatá";4;-;-;4;1;-;-;-;-;-;-;-;9
"210370 Cururupu";-;1;-;-;-;1;-;-;-;-;-;-;2
"210390 Duque Bacelar";-;-;1;-;-;-;-;-;-;-;-;-;1
"210400 Esperantinópolis";-;-;2;-;-;-;-;-;-;1;-;-;3
"210405 Estreito";-;1;-;9;-;-;-;-;-;-;-;-;10
"210410 Fortaleza dos Nogueiras";-;-;-;3;1;-;-;-;-;-;-;-;4
"210450 Governador Archer";2;-;-;-;-;-;-;-;-;-;-;-;2
"210455 Governador Edison Lobão";-;-;-;2;4;-;2;1;2;1;-;-;12
"210462 Governador Luiz Rocha";-;-;4;-;-;-;-;1;-;-;-;-;5
