DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2020
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"140010 Boa Vista";1;-;-;-;-;-;-;-;-;-;-;-;1
"150010 Abaetetuba";-;1;1;-;-;-;-;-;-;-;-;-;2
"150030 Afuá";-;-;1;-;-;-;-;-;-;-;-;-;1
"150034 Água Azul do Norte";2;-;-;-;-;-;-;-;-;-;-;-;2
"150040 Alenquer";5;9;8;7;6;-;-;-;-;-;-;-;35
"150050 Almeirim";-;-;-;-;1;-;-;-;-;-;-;-;1
"150060 Altamira";85;24;18;3;4;3;1;1;5;3;3;7;157
"150080 Ananindeua";1;-;-;1;-;-;-;-;-;-;-;-;2
"150085 Anapu";1;1;3;2;-;-;-;-;-;-;-;-;7
"150090 Augusto Corrêa";-;-;2;-;-;-;-;-;-;-;-;-;2
"150125 Bannach";8;17;5;-;-;1;2;2;2;-;4;7;48
"150130 Barcarena";-;1;-;-;-;-;-;-;2;-;-;-;3
"150140 Belém";4;4;-;-;-;1;-;1;-;-;2;2;14
"150145 Belterra";-;-;-;-;6;-;-;-;-;-;-;-;6
"150172 Brasil Novo";2;2;17;5;-;-;1;-;-;-;-;-;27
"150175 Brejo Grande do Araguaia";-;2;1;-;-;-;-;-;-;-;-;-;3
"150178 Breu Branco";1;-;-;-;-;-;-;-;-;-;-;-;1
"150180 Breves";-;-;-;-;-;-;-;-;-;1;-;-;1
"150210 Cametá";1;-;-;-;-;-;-;-;-;1;-;-;2
"150215 Canaã dos Carajás";-;-;-;-;-;-;-;-;-;-;-;1;1
"150220 Capanema";-;2;-;-;-;-;-;-;-;-;-;-;2
"150240 Castanhal";5;2;3;-;1;-;1;-;-;-;-;-;12
"150270 Conceição do Araguaia";27;9;6;6;-;-;-;-;-;-;1;2;51
"150276 Cumaru do Norte";7;1;-;6;2;1;-;-;1;-;-;1;19
"150280 Curralinho";-;-;-;1;-;-;-;-;-;-;-;-;1
"150293 Dom Eliseu";1;1;-;-;2;-;-;-;-;-;-;-;4
"150304 Floresta do Araguaia";-;-;-;-;-;1;-;-;-;-;-;-;1
"150307 Garrafão do Norte";-;-;-;-;-;-;1;-;-;-;-;-;1
"150330 Igarapé-Miri";-;2;-;-;-;-;-;-;-;1;-;-;3
"150340 Inhangapi";-;-;-;-;-;-;-;-;-;-;1;-;1
"150350 Irituia";-;-;2;-;-;-;-;-;-;-;-;-;2
"150360 Itaituba";3;12;26;16;22;8;3;4;2;2;8;8;114
"150370 Itupiranga";-;-;1;2;1;-;-;-;-;-;-;-;4
"150375 Jacareacanga";-;-;-;-;1;-;-;-;-;-;-;-;1
"150380 Jacundá";-;-;-;3;5;1;1;-;1;-;-;-;11
"150420 Marabá";-;1;-;-;-;-;1;-;-;-;-;-;2
