DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2011
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110020 Porto Velho";-;-;-;-;-;-;1;-;-;-;-;-;1
"150550 Paragominas";-;-;1;-;-;-;-;-;-;-;-;-;1
"150553 Parauapebas";1;-;-;-;-;-;-;-;-;-;-;1;2
"210005 Açailândia";16;17;6;4;3;3;-;3;-;-;-;-;52
"210010 Afonso Cunha";3;7;3;2;1;-;-;-;-;-;-;-;16
"210015 Água Doce do Maranhão";-;-;-;1;3;-;-;-;-;-;-;-;4
"210020 Alcântara";-;-;2;-;-;-;-;-;-;-;-;-;2
"210030 Aldeias Altas";5;25;11;2;1;-;1;-;-;3;1;-;49
"210043 Alto Alegre do Maranhão";1;-;1;-;-;-;-;-;-;-;-;-;2
"210047 Alto Alegre do Pindaré";38;3;-;3;-;-;-;-;-;-;-;-;44
"210050 Alto Parnaíba";-;-;-;-;-;-;-;1;-;-;-;-;1
"210060 Amarante do Maranhão";8;1;7;5;3;3;2;-;1;1;1;8;40
"210080 Anapurus";1;2;-;-;-;-;-;-;-;-;-;1;4
"210083 Apicum-Açu";4;-;-;-;-;-;-;-;-;-;-;-;4
"210090 Araioses";-;-;1;2;-;-;-;-;-;-;-;-;3
"210095 Arame";-;-;1;-;-;-;-;-;-;-;-;5;6
"210100 Arari";-;-;1;-;-;-;-;1;-;-;-;-;2
"210120 Bacabal";10;25;17;6;-;1;2;-;1;-;-;-;62
"210125 Bacabeira";1;-;-;-;-;-;-;-;-;1;-;-;2
"210130 Bacuri";1;-;-;-;-;-;-;-;-;-;-;-;1
"210140 Balsas";9;15;5;-;4;3;-;-;-;-;-;-;36
"210150 Barão de Grajaú";-;-;-;-;2;-;-;1;3;-;6;4;16
"210160 Barra do Corda";83;10;2;4;1;1;-;-;-;-;-;1;102
"210170 Barreirinhas";-;-;-;-;5;4;1;1;-;-;-;-;11
"210193 Bernardo do Mearim";-;-;-;-;3;-;-;-;-;-;-;-;3
"210200 Bom Jardim";1;1;2;3;-;-;-;1;-;-;-;-;8
"210207 Bom Lugar";-;-;1;-;-;-;-;-;-;-;-;-;1
"210210 Brejo";9;4;2;1;-;-;-;-;-;-;-;-;16
"210220 Buriti";4;3;-;-;-;-;1;-;-;-;-;-;8
"210230 Buriti Bravo";-;-;2;1;1;-;1;-;-;-;-;-;5
"210232 Buriticupu";2;-;3;2;6;-;-;-;-;-;-;-;13
"210237 Cachoeira Grande";-;3;1;-;7;3;1;1;-;-;-;-;16
"210250 Cajari";-;1;3;-;-;-;-;-;-;-;-;-;4
"210280 Carolina";2;-;3;7;7;6;-;-;-;-;-;-;25
"210300 Caxias";13;57;100;50;47;26;12;8;9;3;3;1;329
"210312 Central do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"210315 Centro do Guilherme";4;5;-;-;-;-;-;-;-;-;-;-;9
"210320 Chapadinha";13;7;1;-;-;1;-;-;-;-;-;3;25
"210325 Cidelândia";-;-;-;-;8;-;-;3;-;-;-;-;11
"210330 Codó";-;1;-;1;1;1;-;-;1;-;-;-;5
"210340 Coelho Neto";1;16;11;1;1;1;1;-;-;-;2;1;35
"210350 Colinas";-;-;-;-;-;1;-;-;-;-;-;-;1
"210355 Conceição do Lago-Açu";9;35;-;-;-;-;-;1;-;-;-;12;57
"210360 Coroatá";12;32;8;9;11;4;1;1;-;2;-;1;81
"210370 Cururupu";15;2;3;1;-;-;-;2;-;-;-;19;42
"210375 Davinópolis";1;1;6;5;2;-;-;-;-;-;-;-;15
"210380 Dom Pedro";-;2;-;1;4;2;1;-;-;-;-;-;10
"210390 Duque Bacelar";2;4;3;2;2;2;1;1;-;-;-;-;17
"210400 Esperantinópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"210405 Estreito";-;1;-;1;-;-;-;-;-;-;-;-;2
"210407 Feira Nova do Maranhão";-;-;-;14;-;-;-;-;-;-;-;-;14
"210409 Formosa da Serra Negra";-;1;-;-;3;-;-;-;-;-;-;-;4
"210410 Fortaleza dos Nogueiras";-;-;1;-;1;1;-;-;-;-;-;-;3
"210420 Fortuna";-;-;-;-;1;4;-;5;1;-;-;-;11
"210440 Gonçalves Dias";1;-;1;-;-;-;-;-;-;-;3;-;5
"210450 Governador Archer";-;-;-;2;5;-;2;-;1;-;-;-;10
"210455 Governador Edison Lobão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210460 Governador Eugênio Barros";-;2;-;-;-;-;-;-;-;-;-;-;2
"210467 Governador Nunes Freire";5;-;-;-;-;-;-;-;-;-;-;1;6
"210470 Graça Aranha";-;-;-;1;-;-;-;1;-;-;-;-;2
"210480 Grajaú";2;5;17;25;8;4;5;-;-;-;-;-;66
"210500 Humberto de Campos";-;-;-;-;2;-;-;-;-;-;-;-;2
"210510 Icatu";1;-;-;-;-;-;-;-;-;-;-;-;1
"210520 Igarapé Grande";-;-;-;-;-;-;-;-;1;-;-;-;1
"210530 Imperatriz";71;212;303;95;27;8;7;3;3;4;1;8;742
"210535 Itaipava do Grajaú";1;-;1;-;-;-;-;-;-;-;-;-;2
"210540 Itapecuru Mirim";12;36;3;1;1;-;-;-;-;-;-;-;53
"210542 Itinga do Maranhão";-;4;-;-;1;1;-;-;-;-;-;-;6
"210545 Jatobá";-;-;2;-;-;-;-;-;1;-;-;-;3
"210547 Jenipapo dos Vieiras";4;2;4;-;-;-;-;-;-;-;-;-;10
"210550 João Lisboa";-;1;-;1;-;-;-;-;-;-;-;-;2
"210560 Joselândia";1;-;5;2;3;-;-;-;-;-;-;-;11
"210565 Junco do Maranhão";28;16;2;-;-;-;-;-;-;4;2;7;59
"210570 Lago da Pedra";10;-;-;-;1;1;-;-;-;-;-;-;12
"210580 Lago do Junco";1;-;2;2;-;-;1;1;2;-;1;-;10
"210594 Lago dos Rodrigues";1;-;5;4;1;-;-;-;-;-;-;-;11
"210590 Lago Verde";-;1;-;-;-;-;-;-;-;-;-;-;1
"210598 Lajeado Novo";-;-;1;-;-;-;-;3;-;-;-;-;4
"210600 Lima Campos";-;2;4;3;1;1;-;-;-;-;-;-;11
"210620 Luís Domingues";-;-;-;1;-;-;-;-;-;-;-;-;1
"210632 Maracaçumé";-;1;-;-;-;-;-;-;-;-;-;-;1
"210650 Matinha";1;-;-;-;-;-;-;-;-;-;-;-;1
"210660 Matões";1;3;3;4;3;-;-;-;-;-;-;-;14
"210667 Milagres do Maranhão";-;7;-;-;-;-;-;-;-;-;-;-;7
"210670 Mirador";2;-;-;1;-;-;-;-;-;-;-;-;3
"210675 Miranda do Norte";-;4;-;-;-;-;-;-;-;-;-;-;4
"210680 Mirinzal";1;1;1;2;3;-;-;-;-;-;-;-;8
"210700 Montes Altos";4;-;1;2;-;-;-;-;1;-;-;-;8
"210720 Nina Rodrigues";2;-;-;-;-;-;-;-;1;-;-;-;3
"210735 Nova Olinda do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210740 Olho d'Água das Cunhãs";-;-;-;-;2;-;-;-;-;-;-;-;2
"210750 Paço do Lumiar";2;6;6;2;8;13;7;14;3;2;1;-;64
"210770 Paraibano";-;1;1;2;1;2;1;3;-;3;-;2;16
"210780 Parnarama";1;-;2;-;1;-;-;-;-;-;-;-;4
"210790 Passagem Franca";-;-;-;1;-;-;-;-;-;-;-;-;1
"210800 Pastos Bons";-;3;1;-;3;1;-;-;1;-;-;-;9
"210805 Paulino Neves";-;1;-;-;-;-;-;-;-;-;-;1;2
"210820 Pedreiras";8;6;13;17;15;5;7;1;3;5;8;11;99
"210845 Peritoró";-;-;2;1;-;-;-;-;-;-;-;-;3
"210850 Pindaré-Mirim";-;2;1;-;-;-;-;-;-;-;-;-;3
"210860 Pinheiro";-;-;-;-;2;-;-;1;-;1;-;-;4
"210870 Pio XII";-;1;3;9;8;1;-;-;-;-;-;-;22
"210880 Pirapemas";1;-;-;-;-;-;-;-;-;-;-;-;1
"210890 Poção de Pedras";-;-;1;-;3;1;-;-;-;-;-;-;5
"210900 Porto Franco";4;1;1;1;1;-;-;-;-;-;-;-;8
"210910 Presidente Dutra";13;18;21;14;3;5;-;-;-;-;-;-;74
"210920 Presidente Juscelino";-;1;-;-;-;-;-;-;-;-;-;-;1
"210923 Presidente Médici";1;-;-;-;-;-;-;-;-;-;-;-;1
"210940 Primeira Cruz";3;5;4;-;2;1;-;1;1;1;12;1;31
"210945 Raposa";-;1;-;-;2;-;1;-;-;-;-;-;4
"210950 Riachão";9;16;8;1;-;-;-;-;-;-;1;1;36
"210955 Ribamar Fiquene";-;2;-;-;-;-;-;-;-;-;-;-;2
"210960 Rosário";1;1;-;-;-;-;-;-;1;3;-;-;6
"210975 Santa Filomena do Maranhão";-;-;-;1;1;-;-;-;-;-;-;-;2
"210980 Santa Helena";4;-;9;-;4;-;1;1;5;-;-;-;24
"210990 Santa Inês";16;12;10;1;1;1;1;-;-;-;-;3;45
"211000 Santa Luzia";1;-;1;-;-;-;-;1;1;-;-;1;5
"211003 Santa Luzia do Paruá";2;2;-;-;-;-;-;-;-;-;-;-;4
"211010 Santa Quitéria do Maranhão";-;-;2;1;-;-;-;-;-;-;-;-;3
"211020 Santa Rita";-;1;-;1;1;-;-;-;-;-;-;-;3
"211030 Santo Antônio dos Lopes";-;-;-;-;1;-;-;-;-;-;-;-;1
"211050 São Bento";1;-;-;-;-;-;-;-;-;-;-;-;1
"211060 São Bernardo";6;5;1;-;-;-;-;-;-;-;1;-;13
"211065 São Domingos do Azeitão";-;1;1;-;-;-;-;-;-;-;-;-;2
"211070 São Domingos do Maranhão";2;-;1;3;5;2;2;2;5;-;2;1;25
"211085 São Francisco do Brejão";1;1;8;7;-;-;-;-;-;-;-;-;17
"211090 São Francisco do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"211100 São João Batista";-;-;-;-;1;-;-;-;-;-;-;-;1
"211105 São João do Paraíso";1;1;7;2;1;-;-;1;-;-;-;-;13
"211110 São João dos Patos";-;-;3;1;4;3;4;1;-;-;-;-;16
"211120 São José de Ribamar";17;16;22;4;31;22;21;33;15;5;2;2;190
"211130 São Luís";83;171;216;97;284;730;598;566;189;117;47;30;3128
"211150 São Mateus do Maranhão";1;3;1;-;-;4;2;-;-;-;-;-;11
"211153 São Pedro da Água Branca";5;4;-;-;-;-;-;-;-;-;-;-;9
"211157 São Pedro dos Crentes";1;-;-;-;-;-;-;-;-;-;-;-;1
"211167 São Roberto";-;-;-;-;1;-;-;-;-;-;-;-;1
"211170 São Vicente Ferrer";-;-;-;-;1;-;-;-;-;-;1;-;2
"211176 Senador La Rocque";-;1;-;-;-;-;-;-;-;-;-;-;1
"211180 Sítio Novo";-;-;-;-;4;1;-;-;-;-;-;-;5
"211190 Sucupira do Norte";1;-;-;5;-;-;-;-;-;-;-;-;6
"211200 Tasso Fragoso";-;3;9;6;1;-;-;-;-;-;-;-;19
"211220 Timon";6;8;9;4;-;5;6;3;1;1;-;-;43
"211227 Tufilândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"211230 Tuntum";1;9;15;9;11;1;-;1;2;-;-;2;51
"211245 Turilândia";-;-;-;-;1;-;-;-;-;-;-;-;1
"211250 Tutóia";4;31;12;23;10;3;1;1;-;-;1;1;87
"211260 Urbano Santos";-;-;-;-;-;-;-;-;-;1;-;-;1
"211270 Vargem Grande";10;20;7;2;9;-;-;-;1;-;-;-;49
"211280 Viana";-;1;-;1;-;-;1;-;-;-;-;-;3
"211290 Vitória do Mearim";-;-;-;1;1;-;-;-;-;-;-;-;2
"211300 Vitorino Freire";4;7;6;2;13;-;-;-;-;-;1;2;35
"211400 Zé Doca";21;44;14;3;2;-;1;1;-;-;-;-;86
"221100 Teresina";-;-;-;-;1;1;-;-;-;-;-;-;2
"230440 Fortaleza";-;-;-;-;-;-;1;-;-;-;-;-;1
"000000 Ignorado ou exterior";420;583;548;489;517;273;266;335;128;32;20;86;3697
"Total";1072;1568;1530;985;1141;1158;962;1004;382;189;117;217;10325
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
