DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2007
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150220 Capanema";-;-;-;-;-;-;-;-;-;-;1;-;1
"150240 Castanhal";-;-;-;2;-;-;-;-;-;-;-;-;2
"150293 Dom Eliseu";-;-;-;-;1;-;-;-;-;-;-;-;1
"150553 Parauapebas";-;-;-;-;-;-;-;-;-;1;-;-;1
"210005 Açailândia";7;6;8;11;6;7;5;1;-;1;1;2;55
"210010 Afonso Cunha";-;1;14;-;-;-;-;-;-;-;-;-;15
"210015 Água Doce do Maranhão";-;-;-;-;1;1;1;-;1;-;-;-;4
"210020 Alcântara";4;1;4;2;-;-;1;-;-;-;-;-;12
"210043 Alto Alegre do Maranhão";-;1;-;2;-;-;-;-;-;-;-;-;3
"210050 Alto Parnaíba";2;4;-;-;1;1;-;-;-;-;-;-;8
"210055 Amapá do Maranhão";1;-;-;1;-;-;-;-;-;-;-;-;2
"210060 Amarante do Maranhão";1;-;1;9;9;1;-;-;-;1;5;3;30
"210070 Anajatuba";-;1;-;-;-;-;-;-;-;-;-;-;1
"210080 Anapurus";1;14;7;2;-;-;-;-;-;-;-;2;26
"210083 Apicum-Açu";-;-;-;2;-;-;-;-;-;-;-;-;2
"210090 Araioses";-;2;-;1;-;1;1;1;-;-;-;-;6
"210110 Axixá";13;-;1;2;1;1;-;1;-;-;-;2;21
"210120 Bacabal";2;14;58;24;6;2;1;-;-;-;-;-;107
"210125 Bacabeira";8;14;14;8;6;2;1;-;-;1;-;-;54
"210130 Bacuri";-;2;16;2;-;-;-;-;-;-;-;-;20
"210140 Balsas";31;92;40;11;20;3;-;-;1;3;2;2;205
"210150 Barão de Grajaú";-;1;-;-;-;-;1;-;1;-;-;-;3
"210160 Barra do Corda";-;14;13;3;2;-;4;-;-;-;-;-;36
"210170 Barreirinhas";-;-;5;-;1;-;-;-;-;-;-;-;6
"210173 Belágua";-;-;1;-;-;-;-;-;-;-;-;-;1
"210190 Bequimão";10;7;6;-;-;-;-;-;-;-;-;-;23
"210197 Boa Vista do Gurupi";1;1;19;6;-;1;1;4;-;-;-;-;33
"210200 Bom Jardim";4;2;-;-;-;-;-;1;-;-;-;1;8
"210203 Bom Jesus das Selvas";-;-;3;8;13;1;-;-;-;-;-;1;26
"210207 Bom Lugar";-;1;3;3;-;-;-;-;-;-;-;-;7
"210210 Brejo";8;36;39;7;4;3;1;-;-;-;-;1;99
"210215 Brejo de Areia";-;-;4;2;-;-;-;-;-;-;-;-;6
"210220 Buriti";1;27;22;3;1;-;-;-;-;1;-;-;55
"210230 Buriti Bravo";-;1;11;7;-;-;-;-;-;-;-;-;19
"210232 Buriticupu";12;6;2;-;-;1;-;-;-;-;-;1;22
"210235 Buritirana";-;1;-;-;-;-;-;-;-;-;-;-;1
"210237 Cachoeira Grande";64;26;-;-;-;-;-;-;-;-;-;4;94
"210240 Cajapió";-;-;-;2;-;3;2;-;-;-;-;-;7
"210255 Campestre do Maranhão";-;-;-;-;-;-;-;-;-;1;-;-;1
"210270 Cantanhede";59;148;10;-;-;-;1;-;-;-;-;1;219
"210275 Capinzal do Norte";6;2;6;4;-;-;1;-;-;-;-;1;20
"210280 Carolina";-;7;11;18;8;3;10;2;3;5;7;5;79
"210290 Carutapera";-;1;1;1;-;-;-;1;2;4;12;-;22
"210300 Caxias";7;8;22;30;49;22;11;3;4;1;2;4;163
"210310 Cedral";-;-;-;1;1;-;-;9;-;7;8;-;26
"210312 Central do Maranhão";-;-;-;-;-;1;-;-;-;-;-;-;1
"210317 Centro Novo do Maranhão";-;-;2;1;1;-;-;-;-;-;-;-;4
"210320 Chapadinha";7;2;8;7;7;3;3;2;2;-;2;1;44
"210325 Cidelândia";-;-;-;-;-;-;-;-;-;-;2;1;3
"210330 Codó";1;4;16;36;45;4;3;-;2;-;1;1;113
"210340 Coelho Neto";5;13;11;1;-;-;-;-;-;-;-;2;32
"210350 Colinas";-;-;-;-;1;-;-;-;-;-;-;-;1
"210355 Conceição do Lago-Açu";-;-;1;-;-;-;-;-;-;-;-;-;1
"210360 Coroatá";2;8;30;9;6;5;2;-;-;-;2;-;64
"210370 Cururupu";-;3;1;-;1;-;-;4;1;-;-;1;11
"210375 Davinópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"210380 Dom Pedro";-;-;-;-;1;-;-;-;-;-;-;-;1
"210390 Duque Bacelar";3;29;3;7;4;1;-;-;-;-;-;-;47
"210400 Esperantinópolis";2;9;18;8;-;-;-;-;-;-;-;2;39
"210407 Feira Nova do Maranhão";-;-;-;-;-;-;-;-;-;-;1;-;1
"210409 Formosa da Serra Negra";-;3;2;-;-;-;9;3;1;-;-;-;18
"210410 Fortaleza dos Nogueiras";-;-;-;-;-;-;-;-;-;1;2;2;5
"210420 Fortuna";-;-;-;-;-;-;-;-;-;-;-;1;1
"210440 Gonçalves Dias";-;-;5;2;2;-;-;-;-;-;-;-;9
"210450 Governador Archer";-;-;-;-;-;-;-;-;-;1;-;-;1
"210455 Governador Edison Lobão";-;-;-;-;-;-;-;-;-;2;-;-;2
"210465 Governador Newton Bello";4;35;2;-;-;-;-;-;-;-;-;-;41
"210467 Governador Nunes Freire";13;11;14;9;1;-;-;-;-;-;-;9;57
"210480 Grajaú";3;8;30;24;11;7;2;-;-;-;-;-;85
"210490 Guimarães";-;-;-;-;-;3;2;-;-;-;-;-;5
"210500 Humberto de Campos";2;7;66;32;7;-;1;-;-;-;-;-;115
"210510 Icatu";-;13;7;-;-;1;-;-;-;-;-;-;21
"210530 Imperatriz";8;12;12;15;20;15;8;3;15;30;13;28;179
"210540 Itapecuru Mirim";211;102;57;12;7;3;1;-;3;3;3;35;437
"210542 Itinga do Maranhão";11;8;13;3;-;-;-;1;-;-;-;-;36
"210545 Jatobá";2;6;1;2;-;-;-;-;-;-;-;-;11
"210547 Jenipapo dos Vieiras";-;1;4;7;-;-;-;-;-;-;-;-;12
"210550 João Lisboa";3;-;3;11;7;1;1;1;1;1;-;4;33
"210560 Joselândia";9;44;82;10;4;7;7;1;-;-;-;5;169
"210580 Lago do Junco";2;8;3;-;-;1;-;-;-;-;-;-;14
"210590 Lago Verde";-;15;90;6;4;-;-;-;-;-;-;-;115
"210596 Lagoa Grande do Maranhão";-;11;21;24;47;10;-;-;1;-;-;-;114
"210598 Lajeado Novo";2;-;-;-;-;-;-;-;-;-;-;-;2
"210600 Lima Campos";-;-;1;14;-;-;-;-;-;1;-;-;16
"210610 Loreto";-;2;1;-;2;-;-;-;-;-;-;-;5
"210620 Luís Domingues";-;-;1;-;-;-;-;-;-;-;-;-;1
"210630 Magalhães de Almeida";2;2;3;-;43;-;1;-;-;-;-;-;51
"210632 Maracaçumé";-;1;9;21;1;-;-;-;-;-;-;-;32
"210637 Maranhãozinho";-;-;-;1;-;-;-;-;-;-;-;-;1
"210640 Mata Roma";-;-;2;1;-;-;-;-;-;-;-;-;3
"210650 Matinha";-;-;-;1;-;-;-;-;-;-;-;-;1
"210660 Matões";1;1;4;36;7;6;2;6;1;-;1;-;65
"210663 Matões do Norte";8;25;6;-;-;-;-;-;-;-;-;-;39
"210667 Milagres do Maranhão";-;-;-;2;-;-;-;1;-;-;-;-;3
"210670 Mirador";36;28;5;6;3;1;-;-;1;-;-;3;83
"210675 Miranda do Norte";34;46;69;15;17;3;1;-;1;-;-;4;190
"210680 Mirinzal";2;-;-;-;-;-;1;1;-;-;-;-;4
"210690 Monção";1;6;-;-;-;-;-;-;-;-;-;-;7
"210700 Montes Altos";-;4;4;-;1;-;1;-;-;-;-;-;10
"210710 Morros";8;9;54;23;12;6;2;2;1;3;-;4;124
"210720 Nina Rodrigues";3;-;-;-;-;-;3;2;-;-;-;-;8
"210725 Nova Colinas";8;-;-;-;-;-;-;-;-;-;-;1;9
"210730 Nova Iorque";65;68;4;1;-;-;-;-;-;-;-;1;139
"210745 Olinda Nova do Maranhão";-;-;1;-;-;-;-;-;-;-;-;-;1
"210750 Paço do Lumiar";2;11;5;26;34;23;31;17;4;5;3;2;163
"210760 Palmeirândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"210770 Paraibano";-;-;13;1;3;5;3;-;-;-;-;-;25
"210780 Parnarama";3;3;1;11;5;2;3;1;-;-;-;-;29
"210800 Pastos Bons";9;8;6;10;6;11;5;-;-;-;-;-;55
"210820 Pedreiras";17;136;121;78;45;9;-;-;-;-;-;-;406
"210830 Penalva";3;1;24;-;1;-;-;1;1;-;1;-;32
"210845 Peritoró";-;1;-;-;-;-;-;-;-;-;-;-;1
"210850 Pindaré-Mirim";76;203;82;-;-;-;-;-;-;1;-;-;362
"210860 Pinheiro";-;2;4;2;4;1;2;1;-;-;-;1;17
"210870 Pio XII";12;61;31;15;1;-;-;-;-;-;-;8;128
"210880 Pirapemas";-;8;12;1;-;-;-;-;-;-;-;-;21
"210890 Poção de Pedras";3;4;7;7;1;-;-;-;-;1;1;-;24
"210900 Porto Franco";-;-;3;2;2;1;-;-;-;-;3;2;13
"210910 Presidente Dutra";3;5;11;1;-;-;-;-;2;-;-;1;23
"210920 Presidente Juscelino";-;32;49;12;8;-;1;-;-;1;-;1;104
"210930 Presidente Vargas";2;5;-;-;-;1;-;-;-;-;-;1;9
"210940 Primeira Cruz";2;19;54;33;12;-;-;-;1;-;-;-;121
"210945 Raposa";2;3;3;2;1;-;-;-;-;-;-;1;12
"210950 Riachão";2;3;2;-;-;1;-;-;-;-;3;1;12
"210960 Rosário";26;60;26;19;10;-;-;2;1;-;-;4;148
"210970 Sambaíba";4;1;-;-;-;-;-;-;-;-;-;-;5
"210980 Santa Helena";9;13;2;1;1;-;-;-;-;-;-;1;27
"210990 Santa Inês";127;205;80;24;25;1;2;2;-;1;1;20;488
"211000 Santa Luzia";6;10;-;-;1;-;-;-;-;-;-;-;17
"211003 Santa Luzia do Paruá";1;3;-;9;15;-;-;-;-;-;-;-;28
"211010 Santa Quitéria do Maranhão";1;2;7;6;5;3;20;8;1;-;1;1;55
"211020 Santa Rita";3;17;27;12;-;1;-;-;-;-;-;-;60
"211030 Santo Antônio dos Lopes";11;4;-;-;-;1;-;-;1;-;-;-;17
"211040 São Benedito do Rio Preto";-;-;-;-;1;-;-;-;-;-;-;-;1
"211060 São Bernardo";11;13;9;5;2;-;-;2;-;-;-;-;42
"211065 São Domingos do Azeitão";12;19;5;-;-;-;-;-;-;-;-;1;37
"211070 São Domingos do Maranhão";-;-;-;-;-;-;-;1;-;-;-;1;2
"211080 São Félix de Balsas";1;4;2;-;-;2;-;-;1;-;-;3;13
"211085 São Francisco do Brejão";-;1;2;3;-;-;-;-;-;-;1;-;7
"211100 São João Batista";-;-;-;-;2;-;-;-;-;-;-;-;2
"211105 São João do Paraíso";-;2;-;2;-;-;-;-;-;1;-;-;5
"211107 São João do Soter";1;-;1;-;-;-;-;-;-;-;-;-;2
"211110 São João dos Patos";1;2;15;62;39;12;5;3;3;1;1;-;144
"211120 São José de Ribamar";14;27;27;34;23;34;14;11;7;4;8;4;207
"211130 São Luís";23;117;322;672;886;500;282;181;96;48;47;36;3210
"211140 São Luís Gonzaga do Maranhão";-;-;1;1;1;-;-;-;-;-;-;-;3
"211150 São Mateus do Maranhão";31;23;8;-;-;-;-;1;-;-;-;-;63
"211170 São Vicente Ferrer";-;-;-;-;-;-;-;1;-;-;-;-;1
"211174 Senador Alexandre Costa";1;2;2;-;-;-;-;-;-;-;-;-;5
"211176 Senador La Rocque";-;-;4;-;2;-;-;-;-;-;-;-;6
"211190 Sucupira do Norte";1;-;1;-;3;-;-;-;-;-;-;1;6
"211195 Sucupira do Riachão";3;1;-;1;3;1;2;-;-;-;-;-;11
"211200 Tasso Fragoso";-;-;6;-;1;-;-;-;-;-;-;-;7
"211210 Timbiras";11;15;1;-;-;-;-;-;-;-;-;-;27
"211220 Timon";8;14;60;37;125;139;40;13;4;2;4;4;450
"211223 Trizidela do Vale";3;3;17;2;-;-;-;-;1;-;-;-;26
"211230 Tuntum";-;4;11;18;8;-;-;-;-;-;-;-;41
"211240 Turiaçu";6;11;18;18;1;7;-;-;-;2;-;2;65
"211245 Turilândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"211250 Tutóia";18;3;19;14;27;9;4;9;10;3;1;1;118
"211260 Urbano Santos";-;-;-;-;-;1;-;-;-;-;-;2;3
"211270 Vargem Grande";30;23;-;1;-;-;-;-;-;-;-;-;54
"211280 Viana";-;-;-;2;-;1;-;-;-;-;-;-;3
"211285 Vila Nova dos Martírios";7;3;-;-;-;-;-;-;-;-;-;1;11
"211290 Vitória do Mearim";-;-;1;-;-;-;-;-;-;-;-;-;1
"211300 Vitorino Freire";17;37;46;4;4;-;-;-;-;-;-;-;108
"211400 Zé Doca";14;11;8;1;-;-;1;-;-;4;1;1;41
"221100 Teresina";-;-;-;-;-;2;-;-;-;-;-;-;2
"350950 Campinas";-;1;-;-;-;-;-;-;-;-;-;-;1
"530010 Brasília";-;-;-;-;-;-;-;1;-;-;-;-;1
"000000 Ignorado ou exterior";242;291;489;486;210;139;143;32;19;28;37;61;2177
"Total";1479;2432;2653;2158;1910;1038;650;337;194;170;178;297;13496
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
