DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2012
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150140 Belém";-;-;-;-;-;-;-;-;1;-;-;-;1
"150420 Marabá";-;-;-;-;-;-;-;-;-;1;-;-;1
"210005 Açailândia";-;6;-;-;-;-;-;-;-;-;-;-;6
"210015 Água Doce do Maranhão";-;-;1;2;-;1;-;-;-;-;-;-;4
"210030 Aldeias Altas";1;1;2;4;2;-;-;-;-;-;-;-;10
"210050 Alto Parnaíba";8;9;3;1;1;-;-;1;-;-;-;-;23
"210060 Amarante do Maranhão";2;-;-;-;-;-;-;-;-;-;-;1;3
"210080 Anapurus";-;1;-;-;2;7;-;-;-;-;1;-;11
"210083 Apicum-Açu";-;-;6;1;2;-;-;-;-;-;-;-;9
"210095 Arame";3;3;7;-;-;-;-;-;-;-;-;-;13
"210120 Bacabal";2;4;47;15;4;2;-;-;-;-;-;-;74
"210125 Bacabeira";1;-;3;2;-;-;-;-;-;-;-;-;6
"210140 Balsas";12;-;1;-;-;2;1;-;-;-;-;-;16
"210150 Barão de Grajaú";1;-;-;-;-;-;-;1;-;-;-;-;2
"210160 Barra do Corda";16;49;25;12;9;13;2;1;1;2;3;-;133
"210193 Bernardo do Mearim";-;-;-;1;-;-;-;-;-;-;-;-;1
"210200 Bom Jardim";6;13;11;2;2;-;-;-;-;-;-;1;35
"210210 Brejo";-;-;-;1;-;2;-;-;-;-;-;-;3
"210230 Buriti Bravo";-;1;-;4;-;-;-;-;-;-;-;-;5
"210235 Buritirana";-;-;-;-;-;-;-;-;-;1;-;-;1
"210255 Campestre do Maranhão";-;-;2;-;-;-;-;-;-;-;-;-;2
"210260 Cândido Mendes";-;-;-;-;-;-;-;-;4;4;-;1;9
"210270 Cantanhede";-;1;-;1;-;2;-;-;-;-;-;-;4
"210275 Capinzal do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"210280 Carolina";-;1;-;2;-;-;-;-;-;1;-;5;9
"210290 Carutapera";1;1;-;-;3;2;11;-;-;-;-;-;18
"210300 Caxias";17;26;52;71;60;12;3;2;1;1;2;2;249
"210320 Chapadinha";4;17;20;5;4;9;-;-;-;-;-;-;59
"210325 Cidelândia";-;-;-;-;-;-;-;-;1;-;-;-;1
"210330 Codó";-;-;1;-;-;-;-;-;1;-;-;-;2
"210340 Coelho Neto";8;8;19;2;3;-;-;1;-;-;-;1;42
"210360 Coroatá";-;1;13;5;-;-;-;-;-;-;-;1;20
"210370 Cururupu";-;1;-;2;2;1;-;-;-;-;-;-;6
"210375 Davinópolis";1;4;1;1;-;1;-;-;-;-;1;-;9
"210380 Dom Pedro";-;-;-;2;-;-;-;-;-;-;-;-;2
"210390 Duque Bacelar";1;1;-;-;1;-;-;-;-;-;-;-;3
"210400 Esperantinópolis";-;-;-;-;-;-;-;-;-;-;-;2;2
"210405 Estreito";-;5;5;7;2;-;-;-;-;1;-;-;20
"210407 Feira Nova do Maranhão";1;15;8;7;2;1;-;-;-;-;1;11;46
"210409 Formosa da Serra Negra";3;-;-;-;-;-;-;-;-;-;-;-;3
"210420 Fortuna";2;1;1;-;1;-;-;-;-;-;-;-;5
"210430 Godofredo Viana";-;-;-;-;-;-;1;1;-;-;-;-;2
"210440 Gonçalves Dias";3;1;12;1;-;-;-;-;-;-;-;-;17
"210450 Governador Archer";5;12;3;-;-;-;-;-;-;-;-;-;20
"210455 Governador Edison Lobão";-;-;1;-;-;1;-;-;-;-;-;-;2
"210460 Governador Eugênio Barros";8;1;1;-;-;-;-;-;-;-;-;1;11
"210462 Governador Luiz Rocha";-;-;-;-;-;-;-;-;-;-;-;1;1
"210465 Governador Newton Bello";-;2;-;-;-;-;-;-;-;-;-;-;2
"210467 Governador Nunes Freire";1;-;-;-;-;-;-;-;-;-;-;-;1
"210470 Graça Aranha";2;-;-;-;-;-;-;-;-;-;-;-;2
"210480 Grajaú";-;2;5;-;1;5;6;-;-;-;1;1;21
"210500 Humberto de Campos";-;2;-;-;-;-;-;-;-;-;-;-;2
"210510 Icatu";1;-;-;-;-;-;-;-;-;-;-;-;1
