DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Tocantins
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2011
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150745 São Geraldo do Araguaia";-;-;1;-;-;-;-;-;-;-;-;-;1
"170025 Abreulândia";2;-;2;-;2;1;-;-;-;-;-;-;7
"170030 Aguiarnópolis";2;2;22;34;14;4;2;1;-;-;-;-;81
"170035 Aliança do Tocantins";-;1;1;-;-;-;-;-;-;-;-;-;2
"170040 Almas";2;1;1;1;-;-;-;-;-;-;-;-;5
"170070 Alvorada";-;-;-;1;-;-;-;-;-;-;-;-;1
"170100 Ananás";-;-;-;2;1;1;-;5;-;-;-;-;9
"170110 Aparecida do Rio Negro";-;1;-;-;-;-;-;5;1;7;3;1;18
"170130 Aragominas";-;-;-;1;-;-;-;1;2;6;8;3;21
"170200 Araguaçu";12;14;24;43;93;33;17;14;19;37;17;3;326
"170210 Araguaína";57;73;115;85;96;38;18;11;11;12;14;1;531
"170215 Araguanã";2;22;17;9;5;5;3;-;-;-;1;-;64
"170220 Araguatins";7;11;13;10;9;3;3;1;2;1;-;-;60
"170230 Arapoema";-;1;1;2;-;1;-;-;-;-;-;-;5
"170240 Arraias";1;2;3;1;-;-;-;-;-;-;-;-;7
"170255 Augustinópolis";5;1;4;-;7;1;-;-;-;-;-;2;20
"170290 Axixá do Tocantins";4;3;4;5;6;-;1;1;-;-;1;-;25
"170300 Babaçulândia";-;1;1;-;2;-;-;-;-;-;-;-;4
"170305 Bandeirantes do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"170307 Barra do Ouro";-;5;2;-;-;-;-;-;-;-;-;-;7
"170320 Bernardo Sayão";1;1;-;-;-;-;-;-;-;-;1;-;3
"170360 Brasilândia do Tocantins";3;2;3;-;2;1;-;1;-;-;-;-;12
"170370 Brejinho de Nazaré";-;-;-;1;-;-;-;-;-;-;-;-;1
"170380 Buriti do Tocantins";8;5;3;1;4;-;-;-;-;-;-;-;21
"170382 Cachoeirinha";5;4;18;14;24;4;3;-;1;-;-;-;73
"170384 Campos Lindos";18;6;7;4;8;2;-;-;-;-;3;2;50
"170386 Cariri do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;1
"170388 Carmolândia";-;-;-;-;-;-;1;-;1;-;-;-;2
"170389 Carrasco Bonito";1;-;-;-;-;-;-;-;-;-;-;-;1
"170410 Centenário";1;9;2;5;3;-;-;-;-;-;-;-;20
"170510 Chapada da Natividade";-;-;2;2;-;-;-;-;-;-;-;-;4
"170550 Colinas do Tocantins";14;14;17;17;30;32;22;29;17;6;10;14;222
