DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2007
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150010 Abaetetuba";18;24;16;16;9;9;2;-;-;-;-;7;101
"150013 Abel Figueiredo";-;-;-;-;-;2;-;1;-;7;4;-;14
"150020 Acará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150034 Água Azul do Norte";-;-;2;2;19;2;-;1;3;34;1;-;64
"150060 Altamira";-;-;1;-;-;-;-;-;-;-;-;-;1
"150080 Ananindeua";17;43;88;66;14;11;7;9;9;8;8;8;288
"150090 Augusto Corrêa";1;-;1;7;-;1;1;-;-;-;1;-;12
"150095 Aurora do Pará";-;-;3;1;-;-;-;-;-;-;-;-;4
"150120 Baião";-;-;-;1;1;-;-;-;1;-;1;1;5
"150130 Barcarena";12;14;28;5;4;1;2;-;-;7;4;2;79
"150140 Belém";208;315;421;266;57;24;27;16;56;48;58;74;1570
"150145 Belterra";-;-;-;-;-;-;-;-;-;-;1;-;1
"150150 Benevides";8;4;8;13;2;-;-;-;1;-;-;1;37
"150157 Bom Jesus do Tocantins";30;25;20;13;12;4;5;2;-;1;5;6;123
"150160 Bonito";-;-;1;-;-;-;-;-;-;-;-;-;1
"150170 Bragança";7;15;15;24;19;5;10;7;11;14;15;9;151
"150175 Brejo Grande do Araguaia";4;5;17;1;4;1;1;2;-;3;4;3;45
"150178 Breu Branco";1;7;10;34;1;3;-;-;14;42;1;44;157
"150180 Breves";-;-;-;-;-;-;-;-;-;2;-;-;2
"150195 Cachoeira do Piriá";-;1;-;-;-;-;-;-;-;-;-;1;2
"150210 Cametá";-;1;4;3;-;6;6;24;39;25;41;17;166
"150215 Canaã dos Carajás";-;-;1;8;41;9;5;1;-;1;1;1;68
"150220 Capanema";4;2;31;18;6;3;2;13;7;19;15;4;124
"150230 Capitão Poço";-;-;-;-;1;-;-;-;-;-;-;-;1
"150240 Castanhal";14;42;53;28;9;2;-;2;7;1;2;3;163
"150270 Conceição do Araguaia";2;-;8;17;5;16;10;1;1;6;19;10;95
"150275 Concórdia do Pará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150276 Cumaru do Norte";2;46;21;1;4;4;17;9;6;35;63;46;254
"150277 Curionópolis";2;7;-;4;4;8;3;1;-;-;2;5;36
"150280 Curralinho";-;-;1;-;-;-;-;-;-;-;-;-;1
"150290 Curuçá";1;1;-;-;-;-;-;-;-;-;-;-;2
"150293 Dom Eliseu";-;-;-;-;-;-;-;-;-;-;-;1;1
"150295 Eldorado do Carajás";-;-;-;8;10;3;6;-;3;1;3;1;35
"150304 Floresta do Araguaia";1;-;2;1;4;-;-;-;1;-;6;27;42
"150307 Garrafão do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"150309 Goianésia do Pará";-;-;-;-;-;-;-;-;-;-;1;-;1
"150310 Gurupá";-;-;-;-;-;-;2;-;1;-;-;-;3
"150320 Igarapé-Açu";4;5;12;7;2;5;-;-;-;-;3;4;42
"150330 Igarapé-Miri";-;-;3;-;-;-;-;-;-;-;-;-;3
"150340 Inhangapi";-;1;2;-;-;-;-;-;-;-;-;-;3
"150345 Ipixuna do Pará";1;2;14;1;-;-;-;-;-;-;-;-;18
"150350 Irituia";2;2;11;4;2;1;-;-;-;-;1;-;23
"150360 Itaituba";10;26;124;116;25;22;14;9;4;2;15;34;401
"150370 Itupiranga";128;66;1;4;8;5;2;-;-;-;1;-;215
"150375 Jacareacanga";-;-;-;-;-;-;-;1;-;-;-;-;1
"150380 Jacundá";-;-;-;3;-;-;1;1;-;21;23;27;76
"150405 Mãe do Rio";-;-;-;2;1;1;-;4;1;-;-;4;13
"150410 Magalhães Barata";-;-;-;2;1;-;-;-;-;-;-;-;3
"150420 Marabá";57;42;31;26;26;17;7;8;9;13;57;129;422
"150430 Maracanã";3;1;4;3;-;-;4;10;-;-;8;6;39
"150440 Marapanim";-;-;3;1;1;-;3;-;4;-;1;-;13
"150442 Marituba";37;43;80;106;11;3;6;5;23;18;27;41;400
"150460 Mocajuba";-;-;-;2;2;1;1;1;1;-;1;2;11
"150470 Moju";3;5;1;7;-;-;-;-;5;3;13;8;45
"150480 Monte Alegre";-;2;-;-;-;-;-;-;-;-;-;-;2
"150490 Muaná";11;21;15;5;1;-;-;-;-;-;1;1;55
"150497 Nova Ipixuna";12;12;12;9;3;3;2;1;1;-;2;6;63
"150500 Nova Timboteua";-;-;1;-;-;-;-;-;-;-;-;-;1
"150503 Novo Progresso";4;-;7;7;6;1;3;2;2;1;80;60;173
"150506 Novo Repartimento";8;30;24;5;1;-;2;10;2;1;-;2;85
"150510 Óbidos";1;1;-;-;-;-;-;-;-;-;1;-;3
"150520 Oeiras do Pará";-;-;-;1;-;-;-;-;-;-;-;1;2
"150530 Oriximiná";1;1;1;3;4;2;4;-;3;15;23;21;78
"150540 Ourém";-;-;2;-;-;-;-;-;10;2;2;-;16
"150543 Ourilândia do Norte";6;36;6;5;2;-;-;-;-;-;-;-;55
"150548 Pacajá";4;2;14;15;5;-;2;-;-;1;3;13;59
"150549 Palestina do Pará";-;-;-;-;9;1;-;-;-;2;-;2;14
"150550 Paragominas";1;1;1;1;2;2;4;3;9;4;1;-;29
"150553 Parauapebas";6;42;21;42;37;33;26;29;11;45;120;196;608
"150555 Pau D'Arco";-;-;-;-;1;8;2;17;14;3;7;6;58
"150563 Piçarra";2;4;6;1;-;-;-;-;2;-;2;11;28
"150580 Portel";-;-;4;1;1;-;2;20;9;13;6;5;61
"150610 Primavera";1;1;8;3;2;1;-;1;-;2;-;-;19
"150611 Quatipuru";-;-;-;1;-;-;-;-;-;-;-;1;2
"150613 Redenção";3;26;177;106;54;28;3;9;8;13;39;230;696
"150616 Rio Maria";-;-;-;3;-;1;1;2;2;21;28;29;87
"150618 Rondon do Pará";2;5;9;11;-;1;5;12;4;7;-;1;57
"150619 Rurópolis";-;-;-;-;-;-;-;-;-;-;-;45;45
"150620 Salinópolis";3;10;22;17;10;2;4;10;7;-;1;3;89
"150630 Salvaterra";-;-;2;-;-;-;-;-;-;-;-;-;2
"150635 Santa Bárbara do Pará";2;1;1;-;-;-;-;-;-;-;-;-;4
