DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Rondônia
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2007
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 Alta Floresta D'Oeste";1;2;2;-;-;-;-;1;10;9;18;5;48
"110037 Alto Alegre dos Parecis";13;1;1;-;-;-;-;-;-;-;-;-;15
"110040 Alto Paraíso";2;-;2;1;-;-;-;-;-;-;-;1;6
"110034 Alvorada D'Oeste";4;-;-;-;-;-;-;-;2;5;6;19;36
"110002 Ariquemes";3;1;3;3;1;2;1;2;2;-;1;1;20
"110045 Buritis";-;-;1;-;-;1;-;-;-;-;-;-;2
"110003 Cabixi";4;3;1;1;-;-;-;-;1;1;1;-;12
"110004 Cacoal";44;65;66;29;50;24;22;9;17;24;86;192;628
"110080 Candeias do Jamari";-;-;-;-;1;-;-;-;-;1;1;2;5
"110090 Castanheiras";-;-;-;-;-;-;2;-;-;-;-;-;2
"110005 Cerejeiras";-;1;-;-;-;-;-;1;-;-;-;-;2
"110092 Chupinguaia";-;-;2;-;3;3;4;8;11;24;22;5;82
"110006 Colorado do Oeste";2;-;1;-;-;-;-;5;4;3;14;9;38
"110008 Costa Marques";1;-;-;6;9;-;-;-;-;-;-;-;16
"110094 Cujubim";-;-;-;-;-;-;1;-;-;-;-;1;2
"110009 Espigão D'Oeste";1;3;-;-;-;-;-;-;-;1;1;1;7
"110010 Guajará-Mirim";-;2;1;1;1;-;1;-;-;-;-;1;7
"110011 Jaru";1;8;25;25;10;1;-;-;-;1;3;20;94
"110012 Ji-Paraná";-;-;-;-;1;-;-;1;1;-;1;8;12
"110013 Machadinho D'Oeste";1;-;1;-;3;1;-;-;-;-;-;-;6
"110130 Mirante da Serra";-;-;17;6;-;-;-;-;-;-;1;-;24
"110140 Monte Negro";-;-;-;-;-;-;-;-;-;-;-;1;1
"110014 Nova Brasilândia D'Oeste";1;4;2;-;-;-;-;-;-;-;-;-;7
"110033 Nova Mamoré";-;-;-;1;4;11;6;4;2;17;6;10;61
"110015 Ouro Preto do Oeste";9;4;-;-;2;-;1;-;-;-;-;-;16
"110145 Parecis";3;-;-;-;-;-;-;-;-;-;-;-;3
"110018 Pimenta Bueno";3;3;3;1;-;2;3;6;15;68;110;235;449
"110020 Porto Velho";2;1;-;1;-;-;-;-;2;2;17;81;106
"110025 Presidente Médici";9;-;11;-;-;-;-;-;-;1;-;1;22
"110147 Primavera de Rondônia";-;-;-;-;-;-;-;-;-;1;-;4;5
"110028 Rolim de Moura";-;-;-;-;-;1;1;-;-;5;37;9;53
"110149 São Francisco do Guaporé";-;-;-;3;1;-;1;-;-;-;2;1;8
"110032 São Miguel do Guaporé";59;50;9;-;-;-;1;-;-;-;1;3;123
"110160 Theobroma";-;-;-;2;-;-;-;-;-;1;-;-;3
"110170 Urupá";-;-;-;1;-;-;-;-;-;-;-;-;1
"110180 Vale do Paraíso";-;-;-;-;2;5;-;1;-;-;-;-;8
"110030 Vilhena";25;25;35;35;22;21;12;10;9;18;38;22;272
"120025 Epitaciolândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"120038 Plácido de Castro";-;-;-;-;-;-;-;-;1;-;-;-;1
"130014 Apuí";-;-;-;1;-;-;-;-;-;-;-;-;1
"350950 Campinas";-;1;-;-;-;-;-;-;-;-;-;-;1
"351540 Fartura";-;-;-;-;-;-;-;1;-;-;-;-;1
"500270 Campo Grande";1;-;-;-;-;-;-;-;-;-;-;-;1
"500330 Coxim";1;-;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";84;130;77;52;16;22;13;10;32;35;112;353;936
"Total";274;304;260;169;126;94;69;60;109;217;478;985;3145
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
